gt_image_name,pred_hpx,pred_hm,n_pred,gt_hpx,gt_hm,n_gt
img_25172.png,2.764705882352941,0.08091850070320147,17,8.0,0.2126130569930561,1
img_25178.png,3.0406091370558377,0.08753193039277643,197,7.0,0.20587463264245243,1
img_25179.png,2.9292929292929295,0.09388174563238667,99,7.25,0.23493194954305555,4
img_25180.png,2.990566037735849,0.10569820425412642,106,8.653846153846153,0.36517324178029165,52
img_25191.png,2.95,0.09782333754223756,60,8.744897959183673,0.3759682515796297,294
img_25192.png,2.979202772963605,0.12242126768946733,577,9.150537634408602,0.3416618999789123,186
img_25193.png,3.066423115244105,0.1282287278133789,3011,8.561983471074381,0.32886224975962697,121
img_25194.png,3.1271858095357907,0.1341118473460911,7949,8.068249258160238,0.3192764340559293,337
img_25195.png,3.060059612518629,0.1203998626173418,6710,8.544554455445544,0.32415908079535233,101
img_25196.png,3.0255102040816326,0.15974996553526924,196,10.382978723404255,0.3517004400362531,94
img_25197.png,3.1041666666666665,0.1521581924120125,1200,11.877906976744185,0.43444418229434845,172
img_25198.png,3.1178010471204187,0.11904448166448825,1146,8.4,0.30435608859771845,10
img_25199.png,3.0628094865780557,0.1307687093993256,7674,9.2,0.43448714307542313,100
img_25200.png,2.936283185840708,0.1655173550499482,1130,9.661290322580646,0.5886924087846599,62
img_25201.png,3.0340769796518754,0.12306226170212492,4079,10.578947368421053,0.5851890289239658,38
img_25202.png,3.2618233618233616,0.1552770583319097,3510,8.295081967213115,0.33338110106150287,61
img_25203.png,3.0,0.09284652533945198,15,6.5,0.19894316979620558,8
img_25204.png,2.8,0.1296741661904535,85,6.854304635761589,0.30082348999965514,151
img_25205.png,2.961038961038961,0.1794169486386618,231,7.666666666666667,0.3702781205499988,114
img_25206.png,3.049469964664311,0.17976338435787403,283,7.091836734693878,0.29015803081779684,98
img_25207.png,3.0156739811912225,0.1608278371927116,319,6.983870967741935,0.2986832892666871,62
img_25208.png,2.962962962962963,0.1848277105999361,27,7.666666666666667,0.3462024220904334,18
img_25209.png,2.6923076923076925,0.1513032308129531,26,8.283018867924529,0.3643417845844963,106
img_25210.png,3.011819116135663,0.1519307864070156,3892,9.301948051948052,0.39924576118965005,308
img_25211.png,2.997796750206555,0.13455791136976317,7262,8.681957186544343,0.3721116627510126,327
img_25212.png,3.008723466123873,0.13577160162520224,3439,8.430379746835444,0.3507507427437969,79
img_25213.png,3.011666100351116,0.1291699006662278,8829,8.807692307692308,0.3789104135765552,286
img_25214.png,2.9510603588907016,0.15990188249448864,613,9.857142857142858,0.45812577370921864,56
img_25215.png,2.25,0.10859381365949815,4,5.0,0.24618929741267365,1
img_25216.png,3.003096934035305,0.12253794682072139,3229,7.395209580838324,0.2804984524337841,167
img_25217.png,2.6588235294117646,0.12728014462594298,85,6.5608108108108105,0.2634673738252884,148
img_25218.png,3.0459381649768433,0.12864178968532883,7989,6.863436123348017,0.26756547829012167,227
img_25219.png,3.0194933920704847,0.12318823521221638,9080,8.2,0.33479721307798166,185
img_25220.png,3.031660142758462,0.13181851342277895,8686,8.649769585253456,0.3798586325328685,217
img_25221.png,3.0,0.17373221391277516,1960,9.930817610062894,0.453474270100548,159
img_25222.png,3.014698677119059,0.14600147813656555,2041,8.441441441441441,0.3642435176473176,111
img_25223.png,2.9744,0.1752898128707856,1250,8.851648351648352,0.4131789776211087,182
img_25224.png,2.992433795712484,0.14866168650277586,3965,7.884848484848485,0.3365259671526735,165
img_25225.png,2.97433822679459,0.12454232314844868,8651,8.471098265895954,0.3645202099738769,346
img_25226.png,3.0509034589571504,0.1257374810769527,9685,8.970059880239521,0.38618284195784547,334
img_25227.png,2.962962962962963,0.18051151857573144,216,7.913461538461538,0.3557527698849575,104
img_25228.png,2.9642857142857144,0.1354717998737093,56,5.666666666666667,0.2844768785821679,3
