gt_image_name,pred_hpx,pred_hm,n_pred,gt_hpx,gt_hm,n_gt
img_19075.png,3.0677966101694913,0.10500096570904724,118,6.666666666666667,0.18637180117240826,3
img_19077.png,2.9782608695652173,0.10540182155419275,138,5.833333333333333,0.16919505558616202,6
img_19078.png,2.8493150684931505,0.10182862463788724,73,6.8,0.24268236619864428,5
img_19080.png,2.972972972972973,0.1088592482599271,37,8.555555555555555,0.2628586308851444,9
img_19081.png,2.9166666666666665,0.12140319060019367,12,5.5,0.15714688971116486,2
img_19082.png,3.2857142857142856,0.17001984047262175,21,7.857142857142857,0.23912602855154044,7
img_19083.png,3.5058823529411764,0.10696226442674242,85,13.0,0.4614899914358108,1
img_19086.png,3.305995864920744,0.17840666409089415,1451,6.75,0.4574805932958831,4
img_19087.png,3.271970576848626,0.1289682884149122,5166,7.405882352941177,0.2865494288307739,170
img_19088.png,3.4187699964450764,0.1444524537193408,2813,8.424460431654676,0.31789068255610853,139
img_19089.png,3.498534951862704,0.15422682550501307,2389,7.555555555555555,0.3044232170223857,108
img_19090.png,3.7217782217782216,0.17336472865599736,2002,7.102941176470588,0.3078390517242588,68
img_19091.png,3.719953325554259,0.16985188073917248,1714,7.52112676056338,0.29552599070886104,71
img_19092.png,3.7616758241758244,0.15743584496741952,1456,8.26865671641791,0.3147271287004307,67
img_19093.png,3.6696384348687467,0.1781840743097233,2019,7.468354430379747,0.29770330635913533,79
img_19094.png,3.7812734082397004,0.1693398866988894,1335,8.44578313253012,0.33708679892858134,83
img_19095.png,3.6832204665161776,0.15870821081841743,1329,7.73015873015873,0.29752490291390266,63
img_19096.png,3.7181274900398407,0.16067834342993084,1004,8.647058823529411,0.33549582566601327,34
img_19097.png,3.6216680997420463,0.17234452198696804,1163,9.11111111111111,0.40377304367979944,27
img_19098.png,3.669833729216152,0.18542575479352788,842,8.0625,0.38660010472685125,16
img_19100.png,3.0332480818414322,0.15512374199016774,782,8.714285714285714,0.32943720417196465,7
img_19105.png,3.5135135135135136,0.18479857437889544,37,7.857142857142857,0.3834579501308585,14
img_19106.png,3.26,0.1822656722528393,1150,9.28,0.4523574839413751,25
img_19107.png,3.0815602836879434,0.16823771192099876,564,6.7272727272727275,0.281881489965085,11
