image,number_of_waves,mean_height_m,max_height_m
img_2025_10_23_02_00_00.png,17,0.07870757531304529,0.10835087263084048
img_2025_10_23_02_20_00.png,17,0.0809185007032015,0.1080538086356244
img_2025_10_23_02_40_00.png,158,0.08418150554658506,0.12825910391135764
img_2025_10_23_03_00_00.png,161,0.08519462557081717,0.12520533675227374
img_2025_10_23_03_20_00.png,33,0.08184010788140773,0.09179135885326893
img_2025_10_23_03_40_00.png,54,0.09114180971508601,0.14920373695679592
img_2025_10_23_04_00_00.png,144,0.08728946427482491,0.12520533675227374
img_2025_10_23_04_20_00.png,197,0.08753193039277647,0.14376501895182364
img_2025_10_23_04_40_00.png,99,0.0938817456323867,0.1758073292317484
img_2025_10_23_05_00_00.png,106,0.10569820425412646,0.2569341715382458
img_2025_10_23_05_20_00.png,81,0.08585927302651888,0.14289613308774257
img_2025_10_23_05_40_00.png,5,0.0923810770458086,0.10668974958671062
img_2025_10_23_06_00_00.png,2,0.07228684310690005,0.08481657496816908
img_2025_10_23_08_20_00.png,60,0.09782333754223761,0.21395660318217677
img_2025_10_23_08_30_00.png,577,0.12242126768946739,0.28170958277402264
img_2025_10_23_08_40_00.png,3011,0.12822872781337896,0.28170958277402264
img_2025_10_23_08_50_00.png,7949,0.13411184734609113,0.28579226617548514
img_2025_10_23_09_00_00.png,6710,0.12039986261734184,0.28170958277402264
img_2025_10_23_09_10_00.png,196,0.1597499655352693,0.28170958277402264
img_2025_10_23_09_20_00.png,1200,0.15215819241201256,0.28170958277402264
img_2025_10_23_09_30_00.png,1146,0.11904448166448829,0.28170958277402264
img_2025_10_23_09_40_00.png,7674,0.13076870939932567,0.28170958277402264
img_2025_10_23_09_50_00.png,1130,0.16551735504994822,0.28170958277402264
img_2025_10_23_10_00_00.png,4079,0.12306226170212496,0.28170958277402264
img_2025_10_23_10_10_00.png,3510,0.15527705833190972,0.31754751701657774
img_2025_10_23_10_20_00.png,15,0.09284652533945202,0.1462528912368437
img_2025_10_23_10_30_00.png,85,0.12967416619045355,0.25777381378935255
img_2025_10_23_10_40_00.png,231,0.17941694863866187,0.28170958277402264
img_2025_10_23_10_50_00.png,283,0.1797633843578741,0.28170958277402264
img_2025_10_23_11_00_00.png,319,0.16082783719271165,0.28170958277402264
img_2025_10_23_11_10_00.png,27,0.18482771059993613,0.21395660318217677
img_2025_10_23_11_20_00.png,26,0.15130323081295313,0.2569341715382458
img_2025_10_23_11_30_00.png,3892,0.15193078640701563,0.28170958277402264
img_2025_10_23_11_40_00.png,7262,0.1345579113697632,0.28170958277402264
img_2025_10_23_11_50_00.png,3439,0.1357716016252023,0.28170958277402264
img_2025_10_23_12_00_00.png,8829,0.12916990066622783,0.28579226617548514
img_2025_10_23_12_10_00.png,613,0.15990188249448867,0.28170958277402264
img_2025_10_23_12_20_00.png,4,0.10859381365949818,0.1758073292317484
img_2025_10_23_12_30_00.png,3229,0.12253794682072143,0.28170958277402264
img_2025_10_23_12_40_00.png,85,0.12728014462594298,0.21395660318217677
img_2025_10_23_12_50_00.png,7989,0.12864178968532886,0.28170958277402264
img_2025_10_23_13_00_00.png,9080,0.12318823521221642,0.28170958277402264
img_2025_10_23_13_10_00.png,8686,0.131818513422779,0.28170958277402264
img_2025_10_23_13_20_00.png,1960,0.17373221391277519,0.28579226617548514
img_2025_10_23_13_30_00.png,2041,0.14600147813656558,0.28170958277402264
img_2025_10_23_13_40_00.png,1250,0.1752898128707856,0.2847605413013132
img_2025_10_23_13_50_00.png,3965,0.14866168650277592,0.28170958277402264
img_2025_10_23_14_00_00.png,8651,0.12454232314844871,0.28579226617548514
img_2025_10_23_14_10_00.png,9685,0.12573748107695276,0.28170958277402264
