timestamp_utc,lat_deg,lon_deg,altitude_m,speed_m_s,heart_rate_bpm,heading_deg,timestamp_cet
2025-08-24 12:16:18+00:00,46.700344915,7.735494571,,2.166000000,108.000000000,,2025-08-24 14:16:18+02:00
2025-08-24 12:16:19+00:00,46.700344915,7.735494571,,2.166000000,109.333333333,,2025-08-24 14:16:19+02:00
2025-08-24 12:16:20+00:00,46.700344915,7.735494571,,2.166000000,110.666666667,,2025-08-24 14:16:20+02:00
2025-08-24 12:16:21+00:00,46.700344915,7.735494571,,2.166000000,112.000000000,,2025-08-24 14:16:21+02:00
2025-08-24 12:16:22+00:00,46.700344915,7.735494571,,2.166000000,116.000000000,,2025-08-24 14:16:22+02:00
2025-08-24 12:16:23+00:00,46.700344915,7.735494571,,2.166000000,125.000000000,,2025-08-24 14:16:23+02:00
2025-08-24 12:16:24+00:00,46.700344915,7.735494571,,2.166000000,131.000000000,,2025-08-24 14:16:24+02:00
2025-08-24 12:16:25+00:00,46.700344915,7.735494571,,2.166000000,134.000000000,,2025-08-24 14:16:25+02:00
2025-08-24 12:16:26+00:00,46.700344915,7.735494571,,2.166000000,135.500000000,,2025-08-24 14:16:26+02:00
2025-08-24 12:16:27+00:00,46.700344915,7.735494571,,2.166000000,137.000000000,,2025-08-24 14:16:27+02:00
2025-08-24 12:16:28+00:00,46.700344915,7.735494571,,2.166000000,137.400000000,,2025-08-24 14:16:28+02:00
2025-08-24 12:16:29+00:00,46.700344915,7.735494571,,2.166000000,137.800000000,,2025-08-24 14:16:29+02:00
2025-08-24 12:16:30+00:00,46.700344915,7.735494571,,2.166000000,138.200000000,,2025-08-24 14:16:30+02:00
2025-08-24 12:16:31+00:00,46.700344915,7.735494571,,2.166000000,138.600000000,,2025-08-24 14:16:31+02:00
2025-08-24 12:16:32+00:00,46.700344915,7.735494571,,2.166000000,139.000000000,,2025-08-24 14:16:32+02:00
2025-08-24 12:16:33+00:00,46.700340843,7.735490991,,2.052000000,138.857142857,,2025-08-24 14:16:33+02:00
2025-08-24 12:16:34+00:00,46.700336772,7.735487410,,1.938000000,138.714285714,,2025-08-24 14:16:34+02:00
2025-08-24 12:16:35+00:00,46.700332701,7.735483830,,1.824000000,138.571428571,,2025-08-24 14:16:35+02:00
2025-08-24 12:16:36+00:00,46.700328630,7.735480250,,1.710000000,138.428571429,,2025-08-24 14:16:36+02:00
2025-08-24 12:16:37+00:00,46.700324559,7.735476669,,1.596000000,138.285714286,,2025-08-24 14:16:37+02:00
2025-08-24 12:16:38+00:00,46.700320487,7.735473089,,1.482000000,138.142857143,,2025-08-24 14:16:38+02:00
2025-08-24 12:16:39+00:00,46.700316416,7.735469509,,1.368000000,138.000000000,,2025-08-24 14:16:39+02:00
2025-08-24 12:16:40+00:00,46.700317139,7.735466292,,1.254000000,137.875000000,,2025-08-24 14:16:40+02:00
2025-08-24 12:16:41+00:00,46.700317862,7.735463076,,1.140000000,137.750000000,,2025-08-24 14:16:41+02:00
2025-08-24 12:16:42+00:00,46.700318585,7.735459859,,1.026000000,137.625000000,,2025-08-24 14:16:42+02:00
2025-08-24 12:16:43+00:00,46.700319308,7.735456643,,0.912000000,137.500000000,,2025-08-24 14:16:43+02:00
2025-08-24 12:16:44+00:00,46.700320031,7.735453426,,0.798000000,137.375000000,,2025-08-24 14:16:44+02:00
2025-08-24 12:16:45+00:00,46.700320754,7.735450210,,0.684000000,137.250000000,,2025-08-24 14:16:45+02:00
2025-08-24 12:16:46+00:00,46.700321477,7.735446993,,0.570000000,137.125000000,,2025-08-24 14:16:46+02:00
2025-08-24 12:16:47+00:00,46.700322200,7.735443776,,0.456000000,137.000000000,,2025-08-24 14:16:47+02:00
2025-08-24 12:16:48+00:00,46.700323191,7.735434822,,0.478833333,137.166666667,,2025-08-24 14:16:48+02:00
2025-08-24 12:16:49+00:00,46.700324183,7.735425867,,0.501666667,137.333333333,,2025-08-24 14:16:49+02:00
2025-08-24 12:16:50+00:00,46.700325175,7.735416912,,0.524500000,137.500000000,,2025-08-24 14:16:50+02:00
2025-08-24 12:16:51+00:00,46.700326167,7.735407958,,0.547333333,137.666666667,,2025-08-24 14:16:51+02:00
2025-08-24 12:16:52+00:00,46.700327159,7.735399003,,0.570166667,137.833333333,,2025-08-24 14:16:52+02:00
2025-08-24 12:16:53+00:00,46.700328151,7.735390048,,0.593000000,138.000000000,,2025-08-24 14:16:53+02:00
