timestamp_utc,lat_deg,lon_deg,altitude_m,speed_m_s,heart_rate_bpm,heading_deg,timestamp_cet
2025-08-31 04:43:43+00:00,46.699633501,7.735034488,,1.128000000,100.000000000,,2025-08-31 06:43:43+02:00
2025-08-31 04:43:44+00:00,46.699624626,7.735030192,,1.119750000,100.000000000,,2025-08-31 06:43:44+02:00
2025-08-31 04:43:45+00:00,46.699615752,7.735025897,,1.111500000,100.000000000,,2025-08-31 06:43:45+02:00
2025-08-31 04:43:46+00:00,46.699606878,7.735021601,,1.103250000,100.000000000,,2025-08-31 06:43:46+02:00
2025-08-31 04:43:47+00:00,46.699598003,7.735017305,,1.095000000,100.000000000,,2025-08-31 06:43:47+02:00
2025-08-31 04:43:48+00:00,46.699586960,7.735016341,,1.099250000,99.250000000,,2025-08-31 06:43:48+02:00
2025-08-31 04:43:49+00:00,46.699575917,7.735015377,,1.103500000,98.500000000,,2025-08-31 06:43:49+02:00
2025-08-31 04:43:50+00:00,46.699564874,7.735014413,,1.107750000,97.750000000,,2025-08-31 06:43:50+02:00
2025-08-31 04:43:51+00:00,46.699553831,7.735013450,,1.112000000,97.000000000,,2025-08-31 06:43:51+02:00
2025-08-31 04:43:52+00:00,46.699543018,7.735014644,,1.120500000,96.750000000,,2025-08-31 06:43:52+02:00
2025-08-31 04:43:53+00:00,46.699532205,7.735015838,,1.129000000,96.500000000,,2025-08-31 06:43:53+02:00
2025-08-31 04:43:54+00:00,46.699521393,7.735017033,,1.137500000,96.250000000,,2025-08-31 06:43:54+02:00
2025-08-31 04:43:55+00:00,46.699510580,7.735018227,,1.146000000,96.000000000,,2025-08-31 06:43:55+02:00
2025-08-31 04:43:56+00:00,46.699499298,7.735020977,,1.166800000,95.400000000,,2025-08-31 06:43:56+02:00
2025-08-31 04:43:57+00:00,46.699488016,7.735023726,,1.187600000,94.800000000,,2025-08-31 06:43:57+02:00
2025-08-31 04:43:58+00:00,46.699476734,7.735026475,,1.208400000,94.200000000,,2025-08-31 06:43:58+02:00
2025-08-31 04:43:59+00:00,46.699465452,7.735029224,,1.229200000,93.600000000,,2025-08-31 06:43:59+02:00
2025-08-31 04:44:00+00:00,46.699454170,7.735031974,,1.250000000,93.000000000,,2025-08-31 06:44:00+02:00
2025-08-31 04:44:01+00:00,46.699444489,7.735036165,,1.248000000,92.500000000,,2025-08-31 06:44:01+02:00
2025-08-31 04:44:02+00:00,46.699434808,7.735040355,,1.246000000,92.000000000,,2025-08-31 06:44:02+02:00
2025-08-31 04:44:03+00:00,46.699426332,7.735046437,,1.228666667,92.333333333,,2025-08-31 06:44:03+02:00
2025-08-31 04:44:04+00:00,46.699417857,7.735052519,,1.211333333,92.666666667,,2025-08-31 06:44:04+02:00
2025-08-31 04:44:05+00:00,46.699409382,7.735058600,,1.194000000,93.000000000,,2025-08-31 06:44:05+02:00
2025-08-31 04:44:06+00:00,46.699400907,7.735064682,,1.176666667,93.333333333,,2025-08-31 06:44:06+02:00
2025-08-31 04:44:07+00:00,46.699392432,7.735070763,,1.159333333,93.666666667,,2025-08-31 06:44:07+02:00
2025-08-31 04:44:08+00:00,46.699383957,7.735076845,,1.142000000,94.000000000,,2025-08-31 06:44:08+02:00
2025-08-31 04:44:09+00:00,46.699375482,7.735082926,,1.124666667,94.333333333,,2025-08-31 06:44:09+02:00
2025-08-31 04:44:10+00:00,46.699367007,7.735089008,,1.107333333,94.666666667,,2025-08-31 06:44:10+02:00
2025-08-31 04:44:11+00:00,46.699358532,7.735095089,,1.090000000,95.000000000,,2025-08-31 06:44:11+02:00
2025-08-31 04:44:12+00:00,46.699347300,7.735097855,,1.084000000,95.000000000,,2025-08-31 06:44:12+02:00
2025-08-31 04:44:13+00:00,46.699336413,7.735096794,,1.095222222,94.777777778,,2025-08-31 06:44:13+02:00
2025-08-31 04:44:14+00:00,46.699325526,7.735095732,,1.106444444,94.555555556,,2025-08-31 06:44:14+02:00
2025-08-31 04:44:15+00:00,46.699314639,7.735094670,,1.117666667,94.333333333,,2025-08-31 06:44:15+02:00
