epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
97,565498,3.73699,2.23501,0.81924,0.03417,0.01313,0.0198,0.00506,4.15197,2.50397,0.81667,0.003664,0.003664,0.003664
98,572227,3.7181,2.20418,0.8158,0.0351,0.01346,0.0203,0.00534,4.14979,2.4894,0.81575,0.003598,0.003598,0.003598
99,580298,3.7074,2.22778,0.81381,0.03535,0.01354,0.02043,0.00537,4.14284,2.47661,0.81582,0.003532,0.003532,0.003532
100,587438,3.7313,2.23177,0.81591,0.03464,0.01336,0.02006,0.0051,4.14403,2.50718,0.81574,0.003466,0.003466,0.003466
101,595195,3.72885,2.21872,0.81441,0.03455,0.01334,0.02252,0.00557,4.14498,2.50921,0.8159,0.0034,0.0034,0.0034
102,601394,3.73458,2.21997,0.81711,0.03472,0.01343,0.02261,0.00565,4.14468,2.49613,0.81545,0.003334,0.003334,0.003334
103,605749,3.71705,2.21468,0.81413,0.03394,0.01314,0.0222,0.006,4.14573,2.50166,0.81556,0.003268,0.003268,0.003268
104,611154,3.71527,2.22401,0.81519,0.03372,0.01308,0.01958,0.00516,4.14158,2.52237,0.81548,0.003202,0.003202,0.003202
105,622561,3.7248,2.21509,0.81477,0.03438,0.01327,0.02243,0.006,4.14408,2.50978,0.81522,0.003136,0.003136,0.003136
106,630277,3.71108,2.22281,0.81181,0.03472,0.01336,0.0226,0.00651,4.14371,2.511,0.8148,0.00307,0.00307,0.00307
107,638324,3.73519,2.21161,0.81688,0.03588,0.01378,0.02321,0.00624,4.14035,2.50864,0.81443,0.003004,0.003004,0.003004
108,642242,3.70011,2.19189,0.81047,0.0349,0.01344,0.02018,0.0052,4.14159,2.51606,0.81503,0.002938,0.002938,0.002938
109,647610,3.70259,2.1914,0.81166,0.03516,0.01351,0.02032,0.00542,4.14312,2.51612,0.81593,0.002872,0.002872,0.002872
110,648800,3.70945,2.21715,0.81488,0.03411,0.01315,0.01978,0.00528,4.14368,2.5207,0.81577,0.002806,0.002806,0.002806
111,651076,3.69646,2.20311,0.80943,0.03476,0.01338,0.02261,0.00607,4.14627,2.50646,0.81581,0.00274,0.00274,0.00274
112,659919,3.69854,2.20332,0.81016,0.03548,0.01366,0.023,0.00574,4.14342,2.48936,0.81475,0.002674,0.002674,0.002674
113,669470,3.70251,2.18757,0.80939,0.0353,0.01355,0.0229,0.00572,4.1412,2.50078,0.81439,0.002608,0.002608,0.002608
114,678276,3.71338,2.2018,0.81349,0.03541,0.01359,0.02295,0.00571,4.13774,2.4925,0.8144,0.002542,0.002542,0.002542
115,684549,3.71942,2.21149,0.81617,0.03507,0.01349,0.02277,0.00606,4.14195,2.5027,0.81463,0.002476,0.002476,0.002476
116,690810,3.6955,2.18646,0.81109,0.0347,0.01336,0.02258,0.00602,4.14719,2.52143,0.81498,0.00241,0.00241,0.00241
117,698549,3.68811,2.18045,0.81153,0.03505,0.01346,0.02276,0.00565,4.14367,2.51531,0.81515,0.002344,0.002344,0.002344
118,704385,3.69169,2.19163,0.80869,0.0353,0.01355,0.0229,0.00572,4.14358,2.51053,0.81482,0.002278,0.002278,0.002278
119,705298,3.7007,2.18785,0.81288,0.0352,0.01352,0.02034,0.00518,4.14522,2.51592,0.81534,0.002212,0.002212,0.002212
120,706352,3.68363,2.1705,0.8072,0.03512,0.01348,0.0228,0.00569,4.14509,2.51447,0.81518,0.002146,0.002146,0.002146
121,713444,3.69736,2.1969,0.8111,0.03477,0.0134,0.02012,0.00516,4.14768,2.52121,0.81485,0.00208,0.00208,0.00208
122,715705,3.68049,2.17506,0.80804,0.03484,0.01342,0.02016,0.00517,4.14607,2.52827,0.81497,0.002014,0.002014,0.002014
123,716694,3.69958,2.19134,0.81392,0.03515,0.01354,0.02032,0.0052,4.15035,2.53518,0.81498,0.001948,0.001948,0.001948
124,723249,3.6996,2.1835,0.81422,0.03569,0.01374,0.02061,0.00542,4.14795,2.52549,0.81478,0.001882,0.001882,0.001882
125,730170,3.6898,2.18227,0.81308,0.03549,0.01368,0.023,0.00615,4.14624,2.53045,0.81457,0.001816,0.001816,0.001816
126,739229,3.68077,2.16934,0.81209,0.03517,0.01357,0.02283,0.00613,4.14209,2.52547,0.81468,0.00175,0.00175,0.00175
127,748816,3.68141,2.17096,0.80765,0.0354,0.01365,0.02295,0.00615,4.14219,2.53805,0.81503,0.001684,0.001684,0.001684
128,757989,3.69184,2.17287,0.81111,0.03568,0.01375,0.0231,0.00619,4.13736,2.52898,0.81444,0.001618,0.001618,0.001618
129,760569,3.70484,2.18032,0.81412,0.03567,0.01372,0.0231,0.00619,4.13653,2.53065,0.81413,0.001552,0.001552,0.001552
130,765009,3.67794,2.16544,0.80795,0.03527,0.01357,0.02289,0.00658,4.14008,2.53548,0.8144,0.001486,0.001486,0.001486
131,771194,3.70499,2.18234,0.81432,0.03509,0.0135,0.02279,0.00612,4.13951,2.53722,0.81405,0.00142,0.00142,0.00142
132,779780,3.68122,2.17573,0.80765,0.03506,0.01348,0.02278,0.00611,4.14171,2.54108,0.81374,0.001354,0.001354,0.001354
133,786767,3.67683,2.17612,0.81074,0.03515,0.0135,0.02282,0.00611,4.1423,2.53739,0.81387,0.001288,0.001288,0.001288
134,793445,3.67627,2.15881,0.81203,0.03506,0.01347,0.02277,0.0061,4.13966,2.54064,0.81429,0.001222,0.001222,0.001222
135,796802,3.68838,2.1702,0.81222,0.03554,0.01364,0.02303,0.00619,4.13942,2.53251,0.81367,0.001156,0.001156,0.001156
136,804985,3.67294,2.16346,0.80984,0.03563,0.01371,0.02058,0.00542,4.13676,2.5312,0.81354,0.00109,0.00109,0.00109
137,813870,3.67442,2.16841,0.8106,0.03568,0.01375,0.0206,0.00543,4.13678,2.52163,0.81325,0.001024,0.001024,0.001024
