ncols	158
nrows	163
xllcorner	391686.332397
yllcorner	5160024.123721
cellsize	150.000000
NODATA_value	-32768.000000
76	76	77	78	79	82	83	79	78	79	78	71	60	54	59	70	80	85	88	96	101	89	74	72	78	84	84	78	75	75	75	74	76	75	73	77	82	82	83	81	76	75	75	76	79	81	85	86	81	75	71	69	68	68	68	67	66	66	68	68	66	63	62	60	56	54	55	59	63	65	64	62	60	58	57	58	59	61	63	63	61	58	58	61	63	61	57	56	57	55	53	53	52	50	49	51	55	58	62	66	66	60	59	65	65	61	61	65	66	66	67	69	70	71	74	76	78	82	84	85	85	80	72	67	65	62	55	55	57	56	52	51	58	66	69	69	67	65	64	62	62	66	73	78	73	68	72	82	92	92	90	88	77	70	73	77	71	60	
76	78	80	80	81	82	81	81	82	82	79	72	60	57	63	71	79	84	89	94	97	92	81	76	78	80	81	79	78	77	76	76	75	75	76	77	78	79	80	78	77	76	75	75	77	78	79	81	80	77	74	72	71	70	68	67	66	66	67	67	66	64	62	61	58	57	58	60	63	64	63	61	60	59	59	58	58	60	62	61	59	58	59	60	61	61	57	56	57	56	56	56	55	53	51	52	55	57	59	63	64	59	58	61	60	57	55	53	52	48	48	50	53	57	61	60	57	58	61	63	63	62	57	54	56	53	47	49	54	56	53	55	60	62	62	62	61	61	60	58	58	63	70	74	71	70	72	77	81	83	82	77	69	68	70	71	61	48	
76	78	80	81	83	82	79	81	84	85	82	73	63	64	68	74	78	82	87	89	89	92	91	83	78	76	77	79	79	78	77	77	77	77	78	78	76	75	75	75	76	75	75	75	75	75	74	73	74	75	75	73	71	70	68	67	67	66	65	65	64	63	62	61	60	60	61	62	64	63	61	60	60	60	60	58	57	59	61	58	54	56	59	59	59	59	55	54	55	56	58	58	56	55	53	52	54	55	57	60	61	57	54	54	50	45	40	37	34	32	33	35	39	47	51	46	39	38	40	43	42	40	41	44	49	48	42	48	56	59	56	58	61	58	54	54	53	55	57	56	56	61	66	68	67	71	73	73	71	70	68	62	59	65	67	64	49	30	
75	77	78	79	81	81	80	81	83	84	80	71	66	70	74	78	80	81	82	83	84	87	92	88	80	75	73	74	74	74	74	76	78	79	79	77	76	75	74	75	74	73	74	75	74	73	71	69	67	67	68	67	66	66	66	67	67	67	65	64	63	62	61	61	61	60	61	63	64	63	60	60	61	61	61	59	58	60	60	57	52	54	57	56	58	59	52	50	51	50	52	54	54	51	51	51	51	52	53	55	52	47	44	43	39	36	34	33	33	32	32	37	42	50	54	48	38	36	39	43	43	43	45	49	53	52	47	52	60	60	56	58	61	57	53	51	50	52	57	59	59	60	63	65	65	68	71	72	71	67	61	54	56	62	62	60	44	22	
77	77	77	77	79	80	83	86	86	82	76	69	69	75	81	82	81	82	81	80	80	85	91	92	84	77	72	70	68	68	69	70	73	76	77	76	75	74	74	74	73	72	73	72	71	70	69	67	66	65	64	64	64	65	65	66	66	66	66	65	64	62	61	61	61	60	61	63	64	62	60	61	62	61	60	61	62	63	61	56	53	55	57	56	58	59	54	50	48	46	46	49	49	46	46	45	44	45	46	47	43	39	39	40	38	38	40	41	41	40	42	48	53	58	59	52	43	40	44	50	52	54	56	58	58	55	49	51	60	59	55	55	57	55	51	49	48	51	56	60	61	61	62	63	63	66	70	71	71	66	57	50	55	59	59	56	40	19	
80	81	79	78	79	82	86	88	86	81	76	74	75	80	84	84	81	80	79	79	80	85	91	96	91	83	76	71	69	67	67	68	70	70	70	71	72	73	73	72	71	72	73	72	70	69	68	67	66	64	62	62	64	65	66	66	66	66	66	65	63	61	60	61	61	60	61	63	63	60	58	60	62	60	58	58	61	63	61	56	55	59	60	58	58	59	58	56	55	50	47	47	44	41	41	41	42	45	48	48	45	43	47	47	43	44	47	46	47	48	50	56	59	61	59	52	44	40	43	51	54	54	57	62	63	60	54	53	59	59	55	52	52	51	49	47	48	50	55	60	62	63	63	62	63	66	69	70	69	63	53	50	56	60	59	56	38	18	
82	83	84	83	82	83	85	86	83	80	78	79	81	85	86	85	81	78	77	78	79	83	89	98	98	89	82	78	74	71	70	71	70	67	67	68	70	71	70	70	70	71	72	72	71	70	69	67	66	64	62	62	62	63	65	66	66	66	65	64	62	59	57	58	59	59	60	63	62	58	55	58	59	57	55	55	57	59	56	53	56	59	59	59	59	60	60	61	63	61	57	54	50	46	45	46	51	55	55	55	53	51	55	53	47	47	50	50	51	53	54	57	59	60	58	53	47	43	41	49	53	52	54	58	60	61	60	58	60	59	55	52	50	48	47	47	48	50	54	59	62	61	60	61	62	65	67	68	66	58	49	49	55	60	61	56	34	15	
81	83	86	88	87	86	85	84	82	82	83	84	86	87	86	85	83	79	77	77	78	80	84	90	98	95	88	84	79	75	75	75	72	70	70	71	71	70	70	70	70	70	71	71	71	71	70	68	66	63	63	63	62	61	64	66	66	66	65	63	60	57	55	55	56	57	60	62	61	57	55	57	57	54	54	55	58	57	52	52	58	60	58	57	57	58	58	59	61	64	66	65	62	59	54	53	59	60	56	57	55	54	58	57	51	49	52	52	51	53	55	59	60	60	59	55	49	45	40	43	51	52	53	55	54	55	57	59	61	59	54	51	47	44	44	45	48	50	54	60	62	59	58	60	62	64	68	68	63	55	47	47	54	62	63	53	30	13	
82	83	85	88	89	88	86	84	83	84	87	90	92	90	87	84	83	81	79	78	79	79	80	83	91	96	91	85	82	79	80	79	75	74	75	75	73	71	71	71	71	72	72	72	72	71	69	68	67	63	63	65	63	62	65	66	65	65	64	62	61	59	57	55	56	57	60	60	58	56	57	60	59	56	55	56	58	56	51	54	61	63	59	54	53	52	52	53	52	50	51	54	57	56	52	56	62	61	57	59	58	55	58	58	51	46	51	53	56	59	63	66	64	63	63	57	51	46	39	39	49	52	54	54	51	49	50	53	56	56	51	47	44	42	42	44	46	49	53	60	63	60	57	58	61	66	69	68	64	58	50	48	55	64	64	51	26	12	
83	83	85	86	88	87	86	85	86	87	89	92	96	95	90	85	83	83	81	79	79	78	78	79	81	88	89	84	82	81	82	80	77	76	76	75	73	72	71	71	71	72	72	72	72	71	70	69	68	65	66	66	64	65	68	68	67	66	65	64	64	64	62	61	62	62	62	60	56	55	58	61	61	58	57	57	59	57	52	54	59	60	59	56	56	54	52	52	47	42	43	45	48	47	49	58	63	62	58	59	59	55	57	57	49	44	53	61	65	67	69	68	64	65	66	62	56	51	44	43	52	56	57	56	52	49	48	50	51	50	46	44	44	42	42	42	43	45	50	57	61	57	55	57	63	69	70	67	66	63	57	54	59	66	66	51	20	4	
84	84	85	86	86	86	86	87	87	88	90	93	97	98	94	88	85	85	84	83	80	78	77	76	76	79	82	82	81	82	82	79	78	79	77	74	72	71	71	71	71	71	71	71	72	72	72	71	69	69	71	70	68	70	72	72	71	70	69	68	69	70	69	71	73	71	67	62	57	57	60	61	60	57	56	57	60	60	55	55	55	56	56	57	60	59	57	58	53	45	47	50	50	47	52	60	62	61	57	58	59	57	58	57	50	47	58	64	64	65	67	64	63	66	67	65	63	57	50	50	56	60	60	58	55	51	50	51	50	45	41	42	43	43	42	41	40	41	45	53	58	56	54	58	67	72	71	69	67	66	64	65	69	71	69	54	8	347	
84	85	86	86	86	87	87	88	88	89	90	92	96	99	97	92	89	87	87	87	84	81	78	76	75	74	74	78	81	82	81	80	80	81	79	75	73	72	72	72	71	71	70	69	69	70	70	71	71	73	78	79	78	80	81	79	76	75	74	74	76	78	80	85	86	83	77	69	61	61	62	60	58	55	53	53	55	56	55	55	54	53	52	52	55	54	56	61	56	46	51	58	56	52	57	61	61	60	57	58	61	60	60	58	53	55	63	65	63	65	65	64	65	68	70	69	66	62	57	57	60	62	61	59	57	54	53	53	49	43	40	41	42	43	45	44	41	39	43	50	56	56	55	62	71	74	73	72	71	69	67	71	77	75	71	60	347	322	
85	86	86	86	86	87	88	88	88	89	90	92	94	97	97	96	94	92	89	88	87	84	81	77	74	72	71	76	81	82	82	81	80	80	78	76	75	75	75	73	72	71	69	67	67	67	66	67	72	77	82	84	85	86	88	88	83	78	75	76	80	83	89	96	98	95	89	82	74	69	65	61	59	55	51	49	50	51	51	50	52	53	52	53	53	50	54	58	52	43	52	60	58	55	62	65	64	64	61	61	64	63	61	59	59	65	68	67	67	69	70	69	71	74	75	74	72	68	66	67	67	65	63	60	60	58	56	55	51	44	42	43	43	44	49	49	45	43	45	50	53	53	54	64	72	75	74	72	69	67	67	71	74	70	65	59	333	306	
