scenario,date,rep_point,n_bins,MAD_Hm0_vs_H13_m,Bias_(YOLO-Hm0)_m,Corr_Hm0_H13,MAD_Hmax_m,Bias_(YOLO-Hmax)_m,Mean_ratio_mike,Mean_ratio_yolo,Median_ratio_mike,Median_ratio_yolo
high_wind_2025-10-23,2025-10-23,1-Point-06-50,74,0.2647168213537697,-0.2199648754889229,0.4840755374620985,0.6573613050491816,-0.6184162045460274,2.0769276681653586,1.4476103634414066,2.064182562284197,1.4938092712932662
