scenario,date,rep_point,n_bins,MAD_Hm0_vs_H13_m,Bias_(YOLO-Hm0)_m,Corr_Hm0_H13,MAD_Hmax_m,Bias_(YOLO-Hmax)_m,Mean_ratio_mike,Mean_ratio_yolo,Median_ratio_mike,Median_ratio_yolo
low_wind_2025-08-09,2025-08-09,1-Point-06-50,76,0.143913927459834,0.10624326501441272,-0.21213187140560205,0.16832551262124096,0.007911818146368113,2.0888098432078483,1.3802050710753988,2.081325435377119,1.3482057706026065
