tz_local,wind_speed_ms,wind_dir_deg,station_id
2025-08-09 02:00:00,0.6,328.0,INT
2025-08-09 02:10:00,0.6,219.0,INT
2025-08-09 02:20:00,0.8,220.0,INT
2025-08-09 02:30:00,1.3,231.0,INT
2025-08-09 02:40:00,0.5,243.0,INT
2025-08-09 02:50:00,0.2,278.0,INT
2025-08-09 03:00:00,0.3,71.0,INT
2025-08-09 03:10:00,0.2,47.0,INT
2025-08-09 03:20:00,0.5,54.0,INT
2025-08-09 03:30:00,0.3,60.0,INT
2025-08-09 03:40:00,0.1,324.0,INT
2025-08-09 03:50:00,0.5,251.0,INT
2025-08-09 04:00:00,0.0,0.0,INT
2025-08-09 04:10:00,0.2,75.0,INT
2025-08-09 04:20:00,0.2,6.0,INT
2025-08-09 04:30:00,0.4,324.0,INT
2025-08-09 04:40:00,0.7,218.0,INT
2025-08-09 04:50:00,1.2,242.0,INT
2025-08-09 05:00:00,0.5,247.0,INT
2025-08-09 05:10:00,0.5,157.0,INT
2025-08-09 05:20:00,0.7,11.0,INT
2025-08-09 05:30:00,0.8,59.0,INT
2025-08-09 05:40:00,0.5,55.0,INT
2025-08-09 05:50:00,0.9,218.0,INT
2025-08-09 06:00:00,0.8,227.0,INT
2025-08-09 06:10:00,0.5,246.0,INT
2025-08-09 06:20:00,1.5,226.0,INT
2025-08-09 06:30:00,1.5,220.0,INT
2025-08-09 06:40:00,0.7,264.0,INT
2025-08-09 06:50:00,0.8,213.0,INT
2025-08-09 07:00:00,0.7,209.0,INT
2025-08-09 07:10:00,0.2,8.0,INT
2025-08-09 07:20:00,0.9,28.0,INT
2025-08-09 07:30:00,0.4,88.0,INT
2025-08-09 07:40:00,0.2,13.0,INT
2025-08-09 07:50:00,0.4,155.0,INT
2025-08-09 08:00:00,0.4,246.0,INT
2025-08-09 08:10:00,0.2,6.0,INT
2025-08-09 08:20:00,0.3,211.0,INT
2025-08-09 08:30:00,0.4,29.0,INT
2025-08-09 08:40:00,0.7,174.0,INT
2025-08-09 08:50:00,0.4,168.0,INT
2025-08-09 09:00:00,0.4,93.0,INT
2025-08-09 09:10:00,0.9,79.0,INT
2025-08-09 09:20:00,1.0,65.0,INT
2025-08-09 09:30:00,0.9,83.0,INT
2025-08-09 09:40:00,1.0,115.0,INT
