tz_local,wind_speed_ms,wind_dir_deg,station_id
2025-08-24 02:00:00,1.2,220.0,INT
2025-08-24 02:10:00,1.0,235.0,INT
2025-08-24 02:20:00,1.4,231.0,INT
2025-08-24 02:30:00,1.2,228.0,INT
2025-08-24 02:40:00,1.3,249.0,INT
2025-08-24 02:50:00,1.4,238.0,INT
2025-08-24 03:00:00,1.0,218.0,INT
2025-08-24 03:10:00,0.9,240.0,INT
2025-08-24 03:20:00,1.0,229.0,INT
2025-08-24 03:30:00,0.9,218.0,INT
2025-08-24 03:40:00,0.6,249.0,INT
2025-08-24 03:50:00,1.3,230.0,INT
2025-08-24 04:00:00,1.3,229.0,INT
2025-08-24 04:10:00,1.3,234.0,INT
2025-08-24 04:20:00,1.1,189.0,INT
2025-08-24 04:30:00,0.2,242.0,INT
2025-08-24 04:40:00,0.3,182.0,INT
2025-08-24 04:50:00,0.4,203.0,INT
2025-08-24 05:00:00,1.5,217.0,INT
2025-08-24 05:10:00,1.2,225.0,INT
2025-08-24 05:20:00,1.2,240.0,INT
2025-08-24 05:30:00,0.6,223.0,INT
2025-08-24 05:40:00,1.0,219.0,INT
2025-08-24 05:50:00,1.2,203.0,INT
2025-08-24 06:00:00,0.9,215.0,INT
2025-08-24 06:10:00,1.2,218.0,INT
2025-08-24 06:20:00,0.8,234.0,INT
2025-08-24 06:30:00,0.9,218.0,INT
2025-08-24 06:40:00,1.0,215.0,INT
2025-08-24 06:50:00,0.9,236.0,INT
2025-08-24 07:00:00,1.2,213.0,INT
2025-08-24 07:10:00,1.1,211.0,INT
2025-08-24 07:20:00,1.1,220.0,INT
2025-08-24 07:30:00,1.4,221.0,INT
2025-08-24 07:40:00,1.4,231.0,INT
2025-08-24 07:50:00,0.5,231.0,INT
2025-08-24 08:00:00,0.1,168.0,INT
2025-08-24 08:10:00,0.3,211.0,INT
2025-08-24 08:20:00,0.5,185.0,INT
2025-08-24 08:30:00,0.4,189.0,INT
2025-08-24 08:40:00,0.5,128.0,INT
2025-08-24 08:50:00,0.3,62.0,INT
2025-08-24 09:00:00,0.8,76.0,INT
2025-08-24 09:10:00,0.8,135.0,INT
2025-08-24 09:20:00,0.6,152.0,INT
2025-08-24 09:30:00,1.1,166.0,INT
2025-08-24 09:40:00,0.7,157.0,INT
2025-08-24 09:50:00,1.1,122.0,INT
2025-08-24 10:00:00,1.1,113.0,INT
2025-08-24 10:10:00,1.5,121.0,INT
2025-08-24 10:20:00,1.2,54.0,INT
2025-08-24 10:30:00,0.9,75.0,INT
2025-08-24 10:40:00,1.0,33.0,INT
2025-08-24 10:50:00,0.2,190.0,INT
2025-08-24 11:00:00,2.7,283.0,INT
2025-08-24 11:10:00,2.4,296.0,INT
2025-08-24 11:20:00,3.5,294.0,INT
2025-08-24 11:30:00,4.5,304.0,INT
2025-08-24 11:40:00,3.6,312.0,INT
2025-08-24 11:50:00,3.1,319.0,INT
2025-08-24 12:00:00,2.5,18.0,INT
2025-08-24 12:10:00,1.9,319.0,INT
2025-08-24 12:20:00,3.3,324.0,INT
2025-08-24 12:30:00,3.2,325.0,INT
2025-08-24 12:40:00,2.3,336.0,INT
2025-08-24 12:50:00,2.1,349.0,INT
2025-08-24 13:00:00,1.9,336.0,INT
2025-08-24 13:10:00,2.8,315.0,INT
2025-08-24 13:20:00,1.2,326.0,INT
2025-08-24 13:30:00,1.7,321.0,INT
2025-08-24 13:40:00,3.0,304.0,INT
2025-08-24 13:50:00,3.6,308.0,INT
2025-08-24 14:00:00,4.2,310.0,INT
2025-08-24 14:10:00,3.3,308.0,INT
2025-08-24 14:20:00,2.7,310.0,INT
2025-08-24 14:30:00,3.6,304.0,INT
2025-08-24 14:40:00,3.8,286.0,INT
2025-08-24 14:50:00,3.8,285.0,INT
2025-08-24 15:00:00,4.4,275.0,INT
2025-08-24 15:10:00,4.4,281.0,INT
2025-08-24 15:20:00,4.5,275.0,INT
2025-08-24 15:30:00,4.1,277.0,INT
2025-08-24 15:40:00,4.2,276.0,INT
2025-08-24 15:50:00,4.4,275.0,INT
2025-08-24 16:00:00,4.5,278.0,INT
2025-08-24 16:10:00,4.7,275.0,INT
2025-08-24 16:20:00,5.0,272.0,INT
2025-08-24 16:30:00,4.7,272.0,INT
2025-08-24 16:40:00,4.7,271.0,INT
2025-08-24 16:50:00,5.2,274.0,INT
2025-08-24 17:00:00,4.6,273.0,INT
2025-08-24 17:10:00,4.4,273.0,INT
2025-08-24 17:20:00,4.9,264.0,INT
2025-08-24 17:30:00,3.3,276.0,INT
2025-08-24 17:40:00,4.2,282.0,INT
2025-08-24 17:50:00,4.3,265.0,INT
2025-08-24 18:00:00,3.9,273.0,INT
2025-08-24 18:10:00,4.0,275.0,INT
2025-08-24 18:20:00,4.0,266.0,INT
2025-08-24 18:30:00,3.6,273.0,INT
2025-08-24 18:40:00,4.2,272.0,INT
2025-08-24 18:50:00,3.2,279.0,INT
2025-08-24 19:00:00,2.8,278.0,INT
2025-08-24 19:10:00,2.2,283.0,INT
2025-08-24 19:20:00,2.0,287.0,INT
2025-08-24 19:30:00,1.8,295.0,INT
2025-08-24 19:40:00,1.3,334.0,INT
2025-08-24 19:50:00,1.9,8.0,INT
2025-08-24 20:00:00,1.9,18.0,INT
2025-08-24 20:10:00,3.8,48.0,INT
2025-08-24 20:20:00,3.0,44.0,INT
2025-08-24 20:30:00,2.1,60.0,INT
2025-08-24 20:40:00,0.6,150.0,INT
2025-08-24 20:50:00,1.2,219.0,INT
2025-08-24 21:00:00,0.6,200.0,INT
2025-08-24 21:10:00,1.2,165.0,INT
2025-08-24 21:20:00,1.8,189.0,INT
2025-08-24 21:30:00,1.2,209.0,INT
2025-08-24 21:40:00,1.6,203.0,INT
2025-08-24 21:50:00,1.4,213.0,INT
2025-08-24 22:00:00,1.8,201.0,INT
2025-08-24 22:10:00,1.2,223.0,INT
2025-08-24 22:20:00,1.6,217.0,INT
2025-08-24 22:30:00,2.4,218.0,INT
2025-08-24 22:40:00,2.5,215.0,INT
2025-08-24 22:50:00,2.2,221.0,INT
2025-08-24 23:00:00,1.8,206.0,INT
2025-08-24 23:10:00,2.2,202.0,INT
2025-08-24 23:20:00,1.9,207.0,INT
2025-08-24 23:30:00,1.8,189.0,INT
2025-08-24 23:40:00,1.0,209.0,INT
2025-08-24 23:50:00,0.5,212.0,INT
