tz_local,wind_speed_ms,wind_dir_deg,station_id
2025-08-24 21:10:00,1.2,308.0,THU
2025-08-24 21:20:00,0.8,312.0,THU
2025-08-24 21:30:00,0.7,313.0,THU
2025-08-24 21:40:00,1.3,310.0,THU
2025-08-24 21:50:00,1.3,308.0,THU
2025-08-24 22:00:00,1.3,304.0,THU
2025-08-24 22:10:00,1.7,308.0,THU
2025-08-24 22:20:00,1.5,305.0,THU
2025-08-24 22:30:00,0.9,301.0,THU
2025-08-24 22:40:00,1.0,322.0,THU
2025-08-24 22:50:00,0.6,281.0,THU
2025-08-24 23:00:00,0.5,164.0,THU
2025-08-24 23:10:00,0.8,179.0,THU
2025-08-24 23:20:00,1.3,199.0,THU
2025-08-24 23:30:00,0.9,219.0,THU
2025-08-24 23:40:00,0.8,215.0,THU
2025-08-24 23:50:00,0.7,272.0,THU
