tz_local,wind_speed_ms,wind_dir_deg,station_id
2025-08-24 02:00:00,0.2,350.0,FRU
2025-08-24 02:10:00,0.3,82.0,FRU
2025-08-24 02:20:00,0.3,16.0,FRU
2025-08-24 02:30:00,0.2,54.0,FRU
2025-08-24 02:40:00,0.1,248.0,FRU
2025-08-24 02:50:00,0.7,185.0,FRU
2025-08-24 03:00:00,0.6,235.0,FRU
2025-08-24 03:10:00,0.4,326.0,FRU
2025-08-24 03:20:00,0.4,252.0,FRU
2025-08-24 03:30:00,0.6,183.0,FRU
2025-08-24 03:40:00,0.8,226.0,FRU
2025-08-24 03:50:00,0.5,214.0,FRU
2025-08-24 04:00:00,0.7,218.0,FRU
2025-08-24 04:10:00,0.5,247.0,FRU
2025-08-24 04:20:00,0.6,201.0,FRU
2025-08-24 04:30:00,0.9,212.0,FRU
2025-08-24 04:40:00,0.8,218.0,FRU
2025-08-24 04:50:00,0.7,248.0,FRU
2025-08-24 05:00:00,1.1,221.0,FRU
2025-08-24 05:10:00,0.7,222.0,FRU
2025-08-24 05:20:00,0.3,214.0,FRU
2025-08-24 05:30:00,0.2,207.0,FRU
2025-08-24 05:40:00,0.7,267.0,FRU
2025-08-24 05:50:00,0.5,290.0,FRU
2025-08-24 06:00:00,0.2,25.0,FRU
2025-08-24 06:10:00,0.2,207.0,FRU
2025-08-24 06:20:00,0.3,24.0,FRU
2025-08-24 06:30:00,0.3,48.0,FRU
2025-08-24 06:40:00,0.1,51.0,FRU
2025-08-24 06:50:00,0.4,213.0,FRU
2025-08-24 07:00:00,0.5,252.0,FRU
2025-08-24 07:10:00,0.5,206.0,FRU
2025-08-24 07:20:00,0.4,217.0,FRU
2025-08-24 07:30:00,0.6,222.0,FRU
2025-08-24 07:40:00,0.6,159.0,FRU
2025-08-24 07:50:00,0.8,208.0,FRU
2025-08-24 08:00:00,1.1,209.0,FRU
2025-08-24 08:10:00,1.1,174.0,FRU
2025-08-24 08:20:00,1.5,196.0,FRU
2025-08-24 08:30:00,1.4,192.0,FRU
2025-08-24 08:40:00,1.0,147.0,FRU
2025-08-24 08:50:00,0.6,215.0,FRU
2025-08-24 09:00:00,0.6,184.0,FRU
2025-08-24 09:10:00,0.8,205.0,FRU
2025-08-24 09:20:00,0.4,258.0,FRU
2025-08-24 09:30:00,0.1,120.0,FRU
2025-08-24 09:40:00,1.0,58.0,FRU
2025-08-24 09:50:00,0.7,73.0,FRU
2025-08-24 10:00:00,1.3,62.0,FRU
2025-08-24 10:10:00,1.5,44.0,FRU
2025-08-24 10:20:00,1.6,78.0,FRU
2025-08-24 10:30:00,1.7,59.0,FRU
2025-08-24 10:40:00,2.4,69.0,FRU
2025-08-24 10:50:00,2.3,57.0,FRU
2025-08-24 11:00:00,3.6,48.0,FRU
2025-08-24 11:10:00,3.9,44.0,FRU
2025-08-24 11:20:00,3.1,49.0,FRU
2025-08-24 11:30:00,3.8,54.0,FRU
2025-08-24 11:40:00,3.6,49.0,FRU
2025-08-24 11:50:00,4.1,47.0,FRU
2025-08-24 12:00:00,4.0,49.0,FRU
2025-08-24 12:10:00,4.0,36.0,FRU
2025-08-24 12:20:00,4.1,59.0,FRU
2025-08-24 12:30:00,3.8,51.0,FRU
2025-08-24 12:40:00,4.1,50.0,FRU
2025-08-24 12:50:00,4.1,52.0,FRU
2025-08-24 13:00:00,3.6,62.0,FRU
2025-08-24 13:10:00,4.5,58.0,FRU
2025-08-24 13:20:00,4.1,58.0,FRU
2025-08-24 13:30:00,4.2,62.0,FRU
2025-08-24 13:40:00,4.7,60.0,FRU
2025-08-24 13:50:00,5.3,62.0,FRU
2025-08-24 14:00:00,4.0,57.0,FRU
2025-08-24 14:10:00,4.3,54.0,FRU
2025-08-24 14:20:00,4.4,55.0,FRU
2025-08-24 14:30:00,4.7,53.0,FRU
2025-08-24 14:40:00,4.6,51.0,FRU
2025-08-24 14:50:00,4.4,55.0,FRU
2025-08-24 15:00:00,4.0,62.0,FRU
2025-08-24 15:10:00,5.4,50.0,FRU
2025-08-24 15:20:00,3.8,56.0,FRU
2025-08-24 15:30:00,4.3,61.0,FRU
2025-08-24 15:40:00,4.1,56.0,FRU
2025-08-24 15:50:00,4.1,44.0,FRU
2025-08-24 16:00:00,4.0,46.0,FRU
2025-08-24 16:10:00,3.9,45.0,FRU
2025-08-24 16:20:00,4.1,52.0,FRU
2025-08-24 16:30:00,4.1,70.0,FRU
2025-08-24 16:40:00,3.4,67.0,FRU
2025-08-24 16:50:00,3.6,61.0,FRU
2025-08-24 17:00:00,3.4,62.0,FRU
2025-08-24 17:10:00,3.0,61.0,FRU
2025-08-24 17:20:00,2.4,56.0,FRU
2025-08-24 17:30:00,2.7,51.0,FRU
2025-08-24 17:40:00,1.3,30.0,FRU
2025-08-24 17:50:00,1.1,30.0,FRU
2025-08-24 18:00:00,1.1,46.0,FRU
2025-08-24 18:10:00,1.3,21.0,FRU
2025-08-24 18:20:00,0.7,349.0,FRU
2025-08-24 18:30:00,1.2,308.0,FRU
2025-08-24 18:40:00,1.1,324.0,FRU
2025-08-24 18:50:00,1.2,318.0,FRU
2025-08-24 19:00:00,1.3,308.0,FRU
2025-08-24 19:10:00,0.5,334.0,FRU
2025-08-24 19:20:00,0.4,274.0,FRU
2025-08-24 19:30:00,0.8,271.0,FRU
2025-08-24 19:40:00,0.4,246.0,FRU
2025-08-24 19:50:00,0.4,272.0,FRU
2025-08-24 20:00:00,0.5,276.0,FRU
2025-08-24 20:10:00,0.3,26.0,FRU
2025-08-24 20:20:00,0.5,140.0,FRU
2025-08-24 20:30:00,0.9,214.0,FRU
2025-08-24 20:40:00,0.5,292.0,FRU
2025-08-24 20:50:00,0.4,115.0,FRU
2025-08-24 21:00:00,0.5,232.0,FRU
2025-08-24 21:10:00,0.5,304.0,FRU
2025-08-24 21:20:00,0.5,22.0,FRU
2025-08-24 21:30:00,0.4,99.0,FRU
2025-08-24 21:40:00,0.3,213.0,FRU
2025-08-24 21:50:00,1.0,214.0,FRU
2025-08-24 22:00:00,0.4,251.0,FRU
2025-08-24 22:10:00,0.4,262.0,FRU
2025-08-24 22:20:00,0.3,151.0,FRU
2025-08-24 22:30:00,0.5,256.0,FRU
2025-08-24 22:40:00,0.6,241.0,FRU
2025-08-24 22:50:00,0.5,264.0,FRU
2025-08-24 23:00:00,0.6,231.0,FRU
2025-08-24 23:10:00,0.5,182.0,FRU
2025-08-24 23:20:00,0.4,235.0,FRU
2025-08-24 23:30:00,0.2,264.0,FRU
2025-08-24 23:40:00,0.3,39.0,FRU
2025-08-24 23:50:00,0.4,43.0,FRU
