image,number_of_waves,mean_height_m,max_height_m
img_2025_08_24_02_00_00.png,1,0.12959335548947737,0.12959335548947737
img_2025_08_24_02_20_00.png,123,0.08735335153866328,0.1683049753475288
img_2025_08_24_02_40_00.png,118,0.10500096570904727,0.2147332029425608
img_2025_08_24_03_20_00.png,138,0.10540182155419278,0.2147332029425608
img_2025_08_24_03_40_00.png,73,0.10182862463788729,0.1758073292317484
img_2025_08_24_04_20_00.png,37,0.10885924825992714,0.2787233078882182
img_2025_08_24_04_40_00.png,12,0.12140319060019371,0.21395660318217677
img_2025_08_24_05_00_00.png,21,0.17001984047262178,0.28579226617548514
img_2025_08_24_05_20_00.png,85,0.10696226442674246,0.1687851547830197
img_2025_08_24_05_40_00.png,24,0.12625395014240118,0.24496534965129205
img_2025_08_24_06_20_00.png,1451,0.17840666409089417,0.3578886715709347
img_2025_08_24_06_40_00.png,5166,0.12896828841491223,0.35659433863696127
img_2025_08_24_07_00_00.png,2813,0.14445245371934085,0.3306308980714536
img_2025_08_24_07_10_00.png,2389,0.1542268255050131,0.33805254688788844
img_2025_08_24_07_20_00.png,2002,0.1733647286559974,0.4096656513786274
img_2025_08_24_07_30_00.png,1714,0.1698518807391725,0.39571284701543485
img_2025_08_24_07_40_00.png,1456,0.15743584496741955,0.38373648048412207
img_2025_08_24_07_50_00.png,2019,0.17818407430972336,0.349020769876995
img_2025_08_24_08_00_00.png,1335,0.16933988669888944,0.4240811163511308
img_2025_08_24_08_10_00.png,1329,0.15870821081841746,0.29268745991553774
img_2025_08_24_08_20_00.png,1004,0.1606783434299309,0.4074338755191727
img_2025_08_24_08_30_00.png,1163,0.17234452198696806,0.31720772612284936
img_2025_08_24_08_40_00.png,842,0.1854257547935279,0.33805254688788844
img_2025_08_24_08_50_00.png,400,0.18552753841610323,0.2710609256866144
img_2025_08_24_09_00_00.png,782,0.1551237419901678,0.28170958277402264
img_2025_08_24_09_50_00.png,37,0.18479857437889546,0.32274462025061146
img_2025_08_24_10_00_00.png,1150,0.18226567225283932,0.349020769876995
img_2025_08_24_10_10_00.png,564,0.16823771192099882,0.30106435280647686
img_2025_08_24_10_20_00.png,1493,0.15024893359102198,0.27774190278200206
img_2025_08_24_10_30_00.png,1005,0.16885557424602163,0.28787921969761754
img_2025_08_24_11_10_00.png,126,0.13761940598464473,0.2520089841202841
img_2025_08_24_11_20_00.png,675,0.1692410306080909,0.35659433863696127
img_2025_08_24_11_30_00.png,1098,0.16573402847484056,0.3370894461227132
img_2025_08_24_11_40_00.png,916,0.16454932190903876,0.3521378878065216
img_2025_08_24_11_50_00.png,952,0.1662500631716406,0.35659433863696127
img_2025_08_24_12_00_00.png,602,0.17088093207648541,0.33142334062133266
img_2025_08_24_12_10_00.png,1773,0.1722852911373837,0.46399267686986573
img_2025_08_24_12_20_00.png,955,0.136397332843935,0.349020769876995
img_2025_08_24_12_30_00.png,105,0.15338886232899573,0.35659433863696127
img_2025_08_24_12_40_00.png,1910,0.14917079597642635,0.34058170674348387
img_2025_08_24_12_50_00.png,732,0.15998161846605735,0.26829635836881194
img_2025_08_24_13_00_00.png,1916,0.1554770187094928,0.3578886715709347
img_2025_08_24_13_10_00.png,3833,0.14307869058295644,0.28683149438491523
img_2025_08_24_13_20_00.png,1786,0.13196878161802383,0.28579226617548514
img_2025_08_24_13_30_00.png,4392,0.13837725597673733,0.29923697563582624
img_2025_08_24_13_40_00.png,4126,0.14807501372160012,0.3238045218006253
img_2025_08_24_13_50_00.png,4197,0.1518916137867866,0.3578886715709347
img_2025_08_24_14_00_00.png,5141,0.1532244947556125,0.31551524112148005
img_2025_08_24_14_10_00.png,5556,0.15277657278832418,0.349020769876995
img_2025_08_24_14_20_00.png,5029,0.15568058036884147,0.3578886715709347
img_2025_08_24_14_30_00.png,4419,0.1597286004153005,0.35659433863696127
img_2025_08_24_14_40_00.png,6800,0.14698108812613989,0.349020769876995
img_2025_08_24_14_50_00.png,4173,0.15922974755203517,0.31450882684748005
img_2025_08_24_15_00_00.png,3171,0.1704710559480138,0.3439487378801065
img_2025_08_24_15_10_00.png,6018,0.1496565756866292,0.33031306080964373
img_2025_08_24_15_20_00.png,3890,0.15999054945386762,0.28579226617548514
img_2025_08_24_15_30_00.png,4218,0.1675371489392415,0.31551524112148005
img_2025_08_24_15_40_00.png,2134,0.15997708080654308,0.28579226617548514
img_2025_08_24_15_50_00.png,766,0.15776521060370602,0.28579226617548514
img_2025_08_24_16_00_00.png,603,0.16017664624779837,0.28579226617548514
img_2025_08_24_16_10_00.png,998,0.1528576064619588,0.28579226617548514
img_2025_08_24_16_20_00.png,105,0.13601603620776048,0.28579226617548514
img_2025_08_24_16_30_00.png,61,0.13135101950730663,0.28579226617548514
img_2025_08_24_16_40_00.png,1159,0.16736191841350573,0.30014788286188626
img_2025_08_24_16_50_00.png,1418,0.13311385990253802,0.28579226617548514
img_2025_08_24_17_00_00.png,3058,0.1382302569707391,0.28579226617548514
img_2025_08_24_17_10_00.png,4356,0.14012246658812694,0.28579226617548514
img_2025_08_24_17_20_00.png,5503,0.14268239460774518,0.28683149438491523
img_2025_08_24_17_30_00.png,6531,0.13693887644997696,0.3238045218006253
img_2025_08_24_17_40_00.png,4139,0.13641610562300327,0.3578886715709347
img_2025_08_24_17_50_00.png,1961,0.15741181368838236,0.35659433863696127
img_2025_08_24_18_00_00.png,1664,0.14767432290858273,0.28579226617548514
img_2025_08_24_18_20_00.png,3667,0.14323406175593797,0.3477896748896899
img_2025_08_24_18_40_00.png,1710,0.14352116757538083,0.35659433863696127
