new_image_name,date,time,season,daytime
img_00247.png,19/01/2023,12:00:00,winter,afternoon
img_00248.png,20/01/2023,12:00:00,winter,afternoon
img_00249.png,21/01/2023,12:00:00,winter,afternoon
img_00250.png,22/01/2023,12:00:00,winter,afternoon
img_00251.png,23/01/2023,12:00:00,winter,afternoon
img_00252.png,24/01/2023,12:00:00,winter,afternoon
img_00253.png,25/01/2023,12:00:00,winter,afternoon
img_00254.png,26/01/2023,12:00:00,winter,afternoon
img_00255.png,27/01/2023,12:00:00,winter,afternoon
img_00256.png,28/01/2023,12:00:00,winter,afternoon
img_00257.png,29/01/2023,12:00:00,winter,afternoon
img_00258.png,30/01/2023,12:00:00,winter,afternoon
img_00259.png,31/01/2023,12:00:00,winter,afternoon
img_00260.png,01/02/2023,12:00:00,winter,afternoon
img_00261.png,02/02/2023,12:00:00,winter,afternoon
img_00262.png,03/02/2023,12:00:00,winter,afternoon
img_00263.png,04/02/2023,12:00:00,winter,afternoon
img_00264.png,05/02/2023,12:00:00,winter,afternoon
img_00265.png,06/02/2023,12:00:00,winter,afternoon
img_00266.png,07/02/2023,12:00:00,winter,afternoon
img_00267.png,08/02/2023,12:00:00,winter,afternoon
img_00268.png,09/02/2023,12:00:00,winter,afternoon
img_00269.png,10/02/2023,12:00:00,winter,afternoon
img_00270.png,11/02/2023,12:00:00,winter,afternoon
img_00271.png,12/02/2023,12:00:00,winter,afternoon
img_00272.png,13/02/2023,12:00:00,winter,afternoon
img_00273.png,14/02/2023,12:00:00,winter,afternoon
img_00274.png,15/02/2023,12:00:00,winter,afternoon
img_00275.png,16/02/2023,12:00:00,winter,afternoon
img_00276.png,17/02/2023,12:00:00,winter,afternoon
img_00277.png,18/02/2023,12:00:00,winter,afternoon
img_00278.png,19/02/2023,12:00:00,winter,afternoon
img_00279.png,20/02/2023,12:00:00,winter,afternoon
img_00280.png,21/02/2023,12:00:00,winter,afternoon
img_00281.png,22/02/2023,12:00:00,winter,afternoon
img_00282.png,23/02/2023,12:00:00,winter,afternoon
img_00283.png,24/02/2023,12:00:00,winter,afternoon
img_00284.png,25/02/2023,12:00:00,winter,afternoon
img_00285.png,26/02/2023,12:00:00,winter,afternoon
img_00286.png,27/02/2023,12:00:00,winter,afternoon
img_00287.png,28/02/2023,12:00:00,winter,afternoon
img_00288.png,01/03/2023,12:00:00,sommer,afternoon
img_00289.png,02/03/2023,12:00:00,sommer,afternoon
img_00290.png,03/03/2023,12:00:00,sommer,afternoon
img_00291.png,04/03/2023,12:00:00,sommer,afternoon
img_00292.png,05/03/2023,12:00:00,sommer,afternoon
img_00293.png,06/03/2023,12:00:00,sommer,afternoon
img_00294.png,07/03/2023,12:00:00,sommer,afternoon
img_00295.png,08/03/2023,12:00:00,sommer,afternoon
img_00296.png,09/03/2023,12:00:00,sommer,afternoon
img_00297.png,10/03/2023,12:00:00,sommer,afternoon
img_00298.png,11/03/2023,12:00:00,sommer,afternoon
img_00299.png,12/03/2023,12:00:00,sommer,afternoon
img_00300.png,13/03/2023,12:00:00,sommer,afternoon
img_00301.png,14/03/2023,12:00:00,sommer,afternoon
img_00302.png,15/03/2023,12:00:00,sommer,afternoon
img_00303.png,16/03/2023,12:00:00,sommer,afternoon
img_00304.png,17/03/2023,12:00:00,sommer,afternoon
img_00305.png,18/03/2023,12:00:00,sommer,afternoon
img_00306.png,19/03/2023,12:00:00,sommer,afternoon
img_00307.png,20/03/2023,12:00:00,sommer,afternoon
img_00308.png,21/03/2023,12:00:00,sommer,afternoon
img_00309.png,22/03/2023,12:00:00,sommer,afternoon
img_00310.png,23/03/2023,12:00:00,sommer,afternoon
img_00311.png,24/03/2023,12:00:00,sommer,afternoon
img_00312.png,25/03/2023,12:00:00,sommer,afternoon
img_00313.png,26/03/2023,12:00:00,sommer,afternoon
img_00314.png,27/03/2023,12:00:00,sommer,afternoon
img_00315.png,28/03/2023,12:00:00,sommer,afternoon
img_00316.png,29/03/2023,12:00:00,sommer,afternoon
img_00317.png,30/03/2023,12:00:00,sommer,afternoon
img_00318.png,31/03/2023,12:00:00,sommer,afternoon
img_00319.png,01/04/2023,12:00:00,sommer,afternoon
img_00320.png,02/04/2023,12:00:00,sommer,afternoon
img_00321.png,03/04/2023,12:00:00,sommer,afternoon
img_00322.png,04/04/2023,12:00:00,sommer,afternoon
img_00323.png,05/04/2023,12:00:00,sommer,afternoon
img_00324.png,06/04/2023,12:00:00,sommer,afternoon
img_00325.png,07/04/2023,12:00:00,sommer,afternoon
img_00326.png,08/04/2023,12:00:00,sommer,afternoon
img_00327.png,09/04/2023,12:00:00,sommer,afternoon
img_00328.png,10/04/2023,12:00:00,sommer,afternoon
img_00329.png,11/04/2023,12:00:00,sommer,afternoon
img_00330.png,12/04/2023,12:00:00,sommer,afternoon
img_00331.png,13/04/2023,12:00:00,sommer,afternoon
img_00332.png,14/04/2023,12:00:00,sommer,afternoon
img_00333.png,15/04/2023,12:00:00,sommer,afternoon
img_00334.png,16/04/2023,12:00:00,sommer,afternoon
img_00335.png,17/04/2023,12:00:00,sommer,afternoon
img_00336.png,18/04/2023,12:00:00,sommer,afternoon
img_00337.png,19/04/2023,12:00:00,sommer,afternoon
img_00338.png,20/04/2023,12:00:00,sommer,afternoon
img_00339.png,21/04/2023,12:00:00,sommer,afternoon
img_00340.png,22/04/2023,12:00:00,sommer,afternoon
img_00341.png,23/04/2023,12:00:00,sommer,afternoon
img_00342.png,24/04/2023,12:00:00,sommer,afternoon
img_00343.png,25/04/2023,12:00:00,sommer,afternoon
img_00344.png,26/04/2023,12:00:00,sommer,afternoon
img_00345.png,27/04/2023,12:00:00,sommer,afternoon
img_00346.png,28/04/2023,12:00:00,sommer,afternoon
img_00347.png,29/04/2023,12:00:00,sommer,afternoon
img_00348.png,30/04/2023,12:00:00,sommer,afternoon
img_00349.png,01/05/2023,12:00:00,sommer,afternoon
img_00350.png,02/05/2023,12:00:00,sommer,afternoon
img_00351.png,03/05/2023,12:00:00,sommer,afternoon
img_00352.png,04/05/2023,12:00:00,sommer,afternoon
img_00353.png,05/05/2023,12:00:00,sommer,afternoon
img_00354.png,06/05/2023,12:00:00,sommer,afternoon
img_00355.png,07/05/2023,12:00:00,sommer,afternoon
img_00356.png,08/05/2023,12:00:00,sommer,afternoon
img_00357.png,09/05/2023,12:00:00,sommer,afternoon
img_00358.png,10/05/2023,12:00:00,sommer,afternoon
img_00359.png,11/05/2023,12:00:00,sommer,afternoon
img_00360.png,12/05/2023,12:00:00,sommer,afternoon
img_00361.png,13/05/2023,12:00:00,sommer,afternoon
img_00362.png,14/05/2023,12:00:00,sommer,afternoon
img_00363.png,15/05/2023,12:00:00,sommer,afternoon
img_00364.png,16/05/2023,12:00:00,sommer,afternoon
img_00365.png,17/05/2023,12:00:00,sommer,afternoon
img_00366.png,18/05/2023,12:00:00,sommer,afternoon
img_00367.png,19/05/2023,12:00:00,sommer,afternoon
img_00368.png,20/05/2023,12:00:00,sommer,afternoon
img_00369.png,21/05/2023,12:00:00,sommer,afternoon
img_00370.png,22/05/2023,12:00:00,sommer,afternoon
img_00371.png,23/05/2023,12:00:00,sommer,afternoon
img_00372.png,24/05/2023,12:00:00,sommer,afternoon
img_00373.png,25/05/2023,12:00:00,sommer,afternoon
img_00374.png,26/05/2023,12:00:00,sommer,afternoon
img_00375.png,27/05/2023,12:00:00,sommer,afternoon
img_00376.png,28/05/2023,12:00:00,sommer,afternoon
img_00377.png,29/05/2023,12:00:00,sommer,afternoon
img_00378.png,30/05/2023,12:00:00,sommer,afternoon
img_00379.png,31/05/2023,12:00:00,sommer,afternoon
img_00380.png,01/06/2023,12:00:00,summer,afternoon
img_00381.png,02/06/2023,12:00:00,summer,afternoon
img_00382.png,03/06/2023,12:00:00,summer,afternoon
img_00383.png,04/06/2023,12:00:00,summer,afternoon
img_00384.png,05/06/2023,12:00:00,summer,afternoon
img_00385.png,06/06/2023,12:00:00,summer,afternoon
img_00386.png,07/06/2023,12:00:00,summer,afternoon
img_00387.png,08/06/2023,12:00:00,summer,afternoon
img_00388.png,09/06/2023,12:00:00,summer,afternoon
img_00389.png,10/06/2023,12:00:00,summer,afternoon
img_00390.png,11/06/2023,12:00:00,summer,afternoon
img_00391.png,12/06/2023,12:00:00,summer,afternoon
img_00392.png,13/06/2023,12:00:00,summer,afternoon
img_00393.png,14/06/2023,12:00:00,summer,afternoon
img_00394.png,15/06/2023,12:00:00,summer,afternoon
img_00395.png,16/06/2023,12:00:00,summer,afternoon
img_00396.png,17/06/2023,12:00:00,summer,afternoon
img_00397.png,18/06/2023,12:00:00,summer,afternoon
img_00398.png,19/06/2023,12:00:00,summer,afternoon
img_00399.png,20/06/2023,12:00:00,summer,afternoon
img_00400.png,21/06/2023,12:00:00,summer,afternoon
img_00401.png,22/06/2023,12:00:00,summer,afternoon
img_00402.png,23/06/2023,12:00:00,summer,afternoon
img_00403.png,24/06/2023,12:00:00,summer,afternoon
img_00404.png,25/06/2023,12:00:00,summer,afternoon
img_00405.png,26/06/2023,12:00:00,summer,afternoon
img_00406.png,27/06/2023,12:00:00,summer,afternoon
img_00407.png,28/06/2023,12:00:00,summer,afternoon
img_00408.png,29/06/2023,12:00:00,summer,afternoon
img_00409.png,30/06/2023,12:00:00,summer,afternoon
img_00410.png,01/07/2023,12:00:00,summer,afternoon
img_00411.png,02/07/2023,12:00:00,summer,afternoon
img_00412.png,03/07/2023,12:00:00,summer,afternoon
img_00413.png,04/07/2023,12:00:00,summer,afternoon
img_00414.png,05/07/2023,12:00:00,summer,afternoon
img_00415.png,06/07/2023,12:00:00,summer,afternoon
img_00416.png,07/07/2023,12:00:00,summer,afternoon
img_00417.png,08/07/2023,12:00:00,summer,afternoon
img_00418.png,09/07/2023,12:00:00,summer,afternoon
img_00419.png,10/07/2023,12:00:00,summer,afternoon
img_00420.png,11/07/2023,12:00:00,summer,afternoon
img_00421.png,12/07/2023,12:00:00,summer,afternoon
img_00422.png,13/07/2023,12:00:00,summer,afternoon
img_00423.png,14/07/2023,12:00:00,summer,afternoon
img_00424.png,15/07/2023,12:00:00,summer,afternoon
img_00425.png,16/07/2023,12:00:00,summer,afternoon
img_00426.png,17/07/2023,12:00:00,summer,afternoon
img_00427.png,18/07/2023,12:00:00,summer,afternoon
img_00428.png,19/07/2023,12:00:00,summer,afternoon
img_00429.png,20/07/2023,12:00:00,summer,afternoon
img_00430.png,21/07/2023,12:00:00,summer,afternoon
img_00431.png,22/07/2023,12:00:00,summer,afternoon
img_00432.png,23/07/2023,12:00:00,summer,afternoon
img_00433.png,24/07/2023,12:00:00,summer,afternoon
img_00434.png,25/07/2023,12:00:00,summer,afternoon
img_00435.png,26/07/2023,12:00:00,summer,afternoon
img_00436.png,27/07/2023,12:00:00,summer,afternoon
img_00437.png,28/07/2023,12:00:00,summer,afternoon
img_00438.png,29/07/2023,12:00:00,summer,afternoon
img_00439.png,30/07/2023,12:00:00,summer,afternoon
img_00440.png,31/07/2023,12:00:00,summer,afternoon
img_00441.png,01/08/2023,12:00:00,summer,afternoon
img_00442.png,02/08/2023,12:00:00,summer,afternoon
img_00443.png,03/08/2023,12:00:00,summer,afternoon
img_00444.png,04/08/2023,12:00:00,summer,afternoon
img_00445.png,05/08/2023,12:00:00,summer,afternoon
img_00446.png,06/08/2023,12:00:00,summer,afternoon
img_00447.png,07/08/2023,12:00:00,summer,afternoon
img_00448.png,08/08/2023,12:00:00,summer,afternoon
img_00449.png,09/08/2023,12:00:00,summer,afternoon
img_00450.png,10/08/2023,12:00:00,summer,afternoon
img_00451.png,11/08/2023,12:00:00,summer,afternoon
img_00452.png,12/08/2023,12:00:00,summer,afternoon
img_00453.png,13/08/2023,12:00:00,summer,afternoon
img_00454.png,14/08/2023,12:00:00,summer,afternoon
img_00455.png,15/08/2023,12:00:00,summer,afternoon
img_00456.png,16/08/2023,12:00:00,summer,afternoon
img_00457.png,17/08/2023,12:00:00,summer,afternoon
img_00458.png,18/08/2023,12:00:00,summer,afternoon
img_00459.png,19/08/2023,12:00:00,summer,afternoon
img_00460.png,20/08/2023,12:00:00,summer,afternoon
img_00461.png,21/08/2023,12:00:00,summer,afternoon
img_00462.png,22/08/2023,12:00:00,summer,afternoon
img_00463.png,23/08/2023,12:00:00,summer,afternoon
img_00464.png,24/08/2023,12:00:00,summer,afternoon
img_00465.png,25/08/2023,12:00:00,summer,afternoon
img_00466.png,26/08/2023,12:00:00,summer,afternoon
img_00467.png,27/08/2023,12:00:00,summer,afternoon
img_00468.png,28/08/2023,12:00:00,summer,afternoon
img_00469.png,29/08/2023,12:00:00,summer,afternoon
img_00470.png,30/08/2023,12:00:00,summer,afternoon
img_00471.png,31/08/2023,12:00:00,summer,afternoon
img_00472.png,01/09/2023,12:00:00,autumn,afternoon
img_00473.png,03/09/2023,12:00:00,autumn,afternoon
img_00474.png,04/09/2023,12:00:00,autumn,afternoon
img_00475.png,05/09/2023,12:00:00,autumn,afternoon
img_00476.png,06/09/2023,12:00:00,autumn,afternoon
img_00477.png,07/09/2023,12:00:00,autumn,afternoon
img_00478.png,08/09/2023,12:00:00,autumn,afternoon
img_00479.png,09/09/2023,12:00:00,autumn,afternoon
img_00480.png,10/09/2023,12:00:00,autumn,afternoon
img_00481.png,11/09/2023,12:00:00,autumn,afternoon
img_00482.png,12/09/2023,12:00:00,autumn,afternoon
img_00483.png,13/09/2023,12:00:00,autumn,afternoon
img_00484.png,14/09/2023,12:00:00,autumn,afternoon
img_00485.png,15/09/2023,12:00:00,autumn,afternoon
img_00486.png,16/09/2023,12:00:00,autumn,afternoon
img_00487.png,17/09/2023,12:00:00,autumn,afternoon
img_00488.png,18/09/2023,12:00:00,autumn,afternoon
img_00489.png,19/09/2023,12:00:00,autumn,afternoon
img_00490.png,20/09/2023,12:00:00,autumn,afternoon
