scenario,date,rep_point,n_bins,MAD_Hm0_vs_H13_m,Bias_(YOLO-Hm0)_m,Corr_Hm0_H13,MAD_Hmax_m,Bias_(YOLO-Hmax)_m,Mean_ratio_mike,Mean_ratio_yolo,Median_ratio_mike,Median_ratio_yolo
moderate_2025-08-24,2025-08-24,1-Point-06-50,79,0.14094003443432862,0.11030194589886633,0.13772769435650192,0.19308302481414544,0.01565707137063315,2.0972676858730868,1.362370264188552,2.081972480069169,1.3505563754177925
