image,number_of_waves,mean_height_m,max_height_m
img_2025_10_23_03_40_00.png,1,0.08010776096004348,0.08010776096004348
img_2025_10_23_04_20_00.png,2,0.09320714472828576,0.10630652849652805
img_2025_10_23_04_40_00.png,6,0.08241907324865157,0.08719167389267665
img_2025_10_23_08_00_00.png,3,0.08416056428478498,0.09397858823171927
img_2025_10_23_08_10_00.png,2062,0.10108913157162781,0.26380856467695657
img_2025_10_23_08_20_00.png,6544,0.11964104612069468,0.2847605413013132
img_2025_10_23_08_30_00.png,3042,0.11744676903707396,0.28170958277402264
img_2025_10_23_08_40_00.png,4597,0.11984569041921063,0.28170958277402264
img_2025_10_23_08_50_00.png,10000,0.12724657342899387,0.28170958277402264
img_2025_10_23_09_00_00.png,2830,0.12821540279434843,0.28170958277402264
img_2025_10_23_09_10_00.png,1337,0.131870264784221,0.28170958277402264
img_2025_10_23_09_20_00.png,5078,0.12547699302853949,0.28170958277402264
img_2025_10_23_09_30_00.png,4144,0.12480942818447797,0.27774190278200206
img_2025_10_23_09_40_00.png,4999,0.12476729407255403,0.28579226617548514
img_2025_10_23_09_50_00.png,344,0.2031841261229739,0.28170958277402264
img_2025_10_23_10_00_00.png,484,0.12170030473718438,0.3429509350385771
img_2025_10_23_10_10_00.png,3691,0.1302902839170266,0.28579226617548514
img_2025_10_23_10_40_00.png,61,0.20022737147422306,0.2847605413013132
img_2025_10_23_10_50_00.png,209,0.18652199768394018,0.28170958277402264
img_2025_10_23_11_00_00.png,1192,0.16095716914673272,0.27774190278200206
img_2025_10_23_11_20_00.png,1,0.08481657496816908,0.08481657496816908
img_2025_10_23_11_30_00.png,8106,0.13238990997182037,0.28579226617548514
img_2025_10_23_11_40_00.png,8847,0.1305160662411791,0.28579226617548514
img_2025_10_23_11_50_00.png,4023,0.11049360023466832,0.28170958277402264
img_2025_10_23_12_00_00.png,8333,0.11931750369059313,0.28579226617548514
img_2025_10_23_12_10_00.png,75,0.18033379915607994,0.28170958277402264
img_2025_10_23_12_30_00.png,2800,0.12224632251291064,0.27676738462432643
img_2025_10_23_12_50_00.png,7763,0.1321351062247276,0.28170958277402264
img_2025_10_23_13_00_00.png,9363,0.12330770028104046,0.28579226617548514
img_2025_10_23_13_10_00.png,8525,0.11939223767955721,0.28579226617548514
img_2025_10_23_13_20_00.png,2552,0.16977036678380675,0.28579226617548514
img_2025_10_23_13_30_00.png,860,0.16044389086079863,0.28170958277402264
img_2025_10_23_13_40_00.png,1173,0.17564307594223896,0.28579226617548514
img_2025_10_23_13_50_00.png,4390,0.1521053915598756,0.28579226617548514
img_2025_10_23_14_00_00.png,9783,0.12324580490622823,0.28170958277402264
img_2025_10_23_14_10_00.png,9794,0.1261859937530763,0.28579226617548514
img_2025_10_23_14_30_00.png,3,0.12271990947061658,0.1252050493527004
img_2025_10_23_14_40_00.png,7852,0.1235889953644048,0.28170958277402264
img_2025_10_23_14_50_00.png,4268,0.11610402934612421,0.28170958277402264
img_2025_10_23_15_00_00.png,4122,0.12722429581458042,0.28170958277402264
img_2025_10_23_15_10_00.png,1,0.20867380493381396,0.20867380493381396
img_2025_10_23_15_20_00.png,610,0.10656106101540926,0.2710609256866144
img_2025_10_23_15_40_00.png,7,0.16675453937711757,0.27774190278200206
img_2025_10_23_15_50_00.png,400,0.18513757245774548,0.28170958277402264
img_2025_10_23_16_00_00.png,55,0.08717665187117686,0.13324210690413965
img_2025_10_23_16_20_00.png,316,0.12057486605190547,0.28170958277402264
img_2025_10_23_16_40_00.png,8601,0.12079918254455832,0.28579226617548514
img_2025_10_23_16_50_00.png,4414,0.1421460887940335,0.28579226617548514
img_2025_10_23_17_20_00.png,9192,0.12586988263125368,0.28579226617548514
img_2025_10_23_17_30_00.png,9276,0.12238111363643155,0.28579226617548514
img_2025_10_23_17_40_00.png,8349,0.11879900628842373,0.28579226617548514
img_2025_10_23_17_50_00.png,7097,0.12864433463085578,0.2847605413013132
img_2025_10_23_18_00_00.png,5500,0.1326726776584012,0.28579226617548514
img_2025_10_23_18_20_00.png,2,0.09254776102210124,0.10616345190463872
img_2025_10_23_22_00_00.png,6,0.13756417459662362,0.14920373695679592
