,Hm0,Hmax,H13,Hmax_obs,n_waves,ratio_mike,ratio_yolo
2025-10-23 12:40:00,0.5621561408042908,1.1582539081573486,0.17207858846648064,0.2817095827740226,580,2.0603775785499843,1.6370984053538833
2025-10-23 12:50:00,0.527338981628418,1.0866574048995972,0.1687604745181084,0.2868314943849152,6326,2.0606430450940856,1.699636690427399
2025-10-23 13:00:00,0.49196064472198486,1.0186235904693604,0.17849855085130353,0.2868314943849152,6700,2.070538774590397,1.6069121738913015
2025-10-23 13:10:00,0.5242202877998352,1.0843840837478638,0.19445213867044878,0.3066828963255403,9147,2.0685656564324306,1.5771639151025054
2025-10-23 13:20:00,0.5922978520393372,1.221996784210205,0.22189531989325215,0.31551524112148,2941,2.063145729809344,1.4219103010972285
2025-10-23 13:30:00,0.6134509444236755,1.2638084888458252,0.1893284632087203,0.2817095827740226,1058,2.060162267796567,1.487940999465353
2025-10-23 13:40:00,0.6039565801620483,1.2438651323318481,0.21600409778167592,0.3076397722850408,1018,2.0595274117190763,1.4242311856323429
2025-10-23 13:50:00,0.5282571315765381,1.0889383554458618,0.19186870334213185,0.2868314943849152,3150,2.061379374464891,1.4949363256677137
2025-10-23 14:00:00,0.5011135935783386,1.0375341176986694,0.18515758884726408,0.2938855639002729,7282,2.0704569402914683,1.5872185727299473
2025-10-23 14:10:00,0.5251231789588928,1.0878987312316895,0.17866046938206112,0.2857922661754851,9109,2.071701983120519,1.5996390648919947
2025-10-23 14:20:00,0.5005219578742981,1.0365519523620605,0.17239182791832738,0.2817095827740226,1300,2.0709420157394614,1.6341237643090933
2025-10-23 14:30:00,0.46492671966552734,0.9625726342201233,0.15865903134554735,0.2253683645919256,362,2.070374950513937,1.4204572073876487
2025-10-23 14:40:00,0.37675005197525024,0.7800194621086121,0.15784492183777904,0.2857922661754851,4475,2.070389792965055,1.8105889175782326
2025-10-23 14:50:00,0.4281321167945862,0.8860349655151367,0.1953975779111373,0.3578886715709347,10000,2.0695363201173906,1.8315921589043183
2025-10-23 15:00:00,0.5441036224365234,1.123705506324768,0.20004050206690172,0.3076397722850408,5875,2.0652417296778105,1.5378874233286692
2025-10-23 15:10:00,0.5484002828598022,1.1326948404312134,0.251172694634611,0.2857922661754851,26,2.065452691826538,1.1378317479582576
2025-10-23 15:20:00,0.5216212272644043,1.0793821811676025,0.24590732896943485,0.3076397722850408,314,2.0692834661432884,1.251039460980356
2025-10-23 15:30:00,0.5306540131568909,1.0974702835083008,0.2086738049338139,0.2086738049338139,1,2.0681465819496734,1.0
2025-10-23 15:40:00,0.5367629528045654,1.109654188156128,0.27162923617032475,0.2857922661754851,25,2.0673077051205344,1.052141036822264
2025-10-23 15:50:00,0.5673915147781372,1.1716409921646118,0.227690522364574,0.2868314943849152,1922,2.064960369777031,1.259742792129247
2025-10-23 16:00:00,0.5771182179450989,1.1892147064208984,0.22827281425009877,0.2857922661754851,284,2.0606085017645865,1.2519767941458295
2025-10-23 16:10:00,0.5947198867797852,1.224647879600525,0.23485526068166535,0.2857922661754851,39,2.0592011580974616,1.21688679804734
2025-10-23 16:20:00,0.543648362159729,1.1200785636901855,0.25177573581858786,0.2857922661754851,394,2.0602997114541033,1.1351064678504492
2025-10-23 16:40:00,0.5302505493164062,1.0959110260009766,0.1932369777496169,0.3578886715709347,8781,2.066779614681803,1.8520713568324487
2025-10-23 16:50:00,0.5383294224739075,1.1113131046295166,0.19425703738772207,0.31551524112148,4759,2.0643737054579834,1.6242152426721916
2025-10-23 17:00:00,0.5764718651771545,1.1881810426712036,0.2029469932895577,0.2029469932895577,3,2.061125814537481,1.0
2025-10-23 17:10:00,0.5889053344726562,1.2130824327468872,0.2079403405300331,0.2079403405300331,1,2.059893775343637,1.0
2025-10-23 17:20:00,0.5887455940246582,1.2125747203826904,0.18381800995154315,0.3227446202506114,9225,2.059590309786513,1.7557834530778085
2025-10-23 17:30:00,0.5937848687171936,1.2225098609924316,0.17042499758867669,0.2868314943849152,7204,2.058843068253876,1.683036517196775
2025-10-23 17:40:00,0.48127952218055725,0.9925252199172974,0.1518961239810085,0.2857922661754851,5530,2.062263558234129,1.8814980835930848
2025-10-23 17:50:00,0.41676121950149536,0.8602895736694336,0.17848471054560125,0.2878792196976175,4100,2.064226548474112,1.6129068916749982
2025-10-23 18:00:00,0.37310537695884705,0.7691984176635742,0.19046686649516795,0.2857922661754851,9222,2.0616117192768724,1.5004828474076646
2025-10-23 18:20:00,0.39577141404151917,0.8155860900878906,0.10068818319580504,0.1266121284923186,129,2.060750375473884,1.257467604178537
