image,number_of_waves,mean_height_m,max_height_m
img_2025_08_24_02_00_00.png,2,0.06679388572810066,0.0804345072079373
img_2025_08_24_02_20_00.png,34,0.08199645111086674,0.10731896564907722
img_2025_08_24_02_40_00.png,25,0.1336567799137897,0.19301498085773933
img_2025_08_24_03_00_00.png,9,0.0834295348588257,0.12248349994151418
img_2025_08_24_03_20_00.png,58,0.10069666636415041,0.19301498085773933
img_2025_08_24_03_40_00.png,20,0.10447474802206606,0.1683049753475288
img_2025_08_24_04_00_00.png,3,0.13079535404843703,0.14920373695679592
img_2025_08_24_04_20_00.png,5,0.11434257678641298,0.13399625748452848
img_2025_08_24_04_40_00.png,12,0.11532950049073991,0.21395660318217677
img_2025_08_24_05_00_00.png,2,0.14586225941404904,0.1488283857403555
img_2025_08_24_05_20_00.png,25,0.09887668997774668,0.13324210690413965
img_2025_08_24_06_40_00.png,1345,0.14022646420051255,0.28170958277402264
img_2025_08_24_07_00_00.png,4308,0.1275344791530874,0.31754751701657774
img_2025_08_24_07_10_00.png,3574,0.13715530434185108,0.30291418592569835
img_2025_08_24_07_20_00.png,2256,0.15428787410493222,0.30291418592569835
img_2025_08_24_07_30_00.png,1995,0.15695562163461138,0.28957011868031335
img_2025_08_24_07_40_00.png,1594,0.15049063984575753,0.2661234200585206
img_2025_08_24_07_50_00.png,1940,0.15887813025207487,0.30291418592569835
img_2025_08_24_08_00_00.png,1289,0.16169784676478616,0.2773521193168819
img_2025_08_24_08_10_00.png,948,0.14686876142536773,0.2661234200585206
img_2025_08_24_08_20_00.png,510,0.14296066016631737,0.25576853970231106
img_2025_08_24_08_30_00.png,625,0.16255397741228084,0.2773521193168819
img_2025_08_24_08_40_00.png,579,0.16166085210917142,0.31754751701657774
img_2025_08_24_08_50_00.png,1,0.10121384072281528,0.10121384072281528
img_2025_08_24_09_00_00.png,1,0.09294505227926832,0.09294505227926832
img_2025_08_24_09_30_00.png,1,0.09627259778608327,0.09627259778608327
img_2025_08_24_09_50_00.png,72,0.17073913431786022,0.28957011868031335
img_2025_08_24_10_00_00.png,50,0.16858487953645976,0.26738557735565044
img_2025_08_24_10_10_00.png,92,0.17982456371083472,0.25444774661075625
img_2025_08_24_10_20_00.png,62,0.13820509501288042,0.20703151485477
img_2025_08_24_10_30_00.png,208,0.15686876829552407,0.25444774661075625
img_2025_08_24_11_10_00.png,5,0.1877156858986889,0.2001998661997562
img_2025_08_24_11_20_00.png,134,0.17351866503134492,0.28170958277402264
img_2025_08_24_11_30_00.png,83,0.1538889902627392,0.21395660318217677
img_2025_08_24_11_40_00.png,38,0.16645937299877142,0.26738557735565044
img_2025_08_24_11_50_00.png,38,0.14673095948292197,0.2001998661997562
img_2025_08_24_12_00_00.png,98,0.14800158017102624,0.26738557735565044
img_2025_08_24_12_10_00.png,396,0.13672049967748878,0.27774190278200206
img_2025_08_24_12_20_00.png,85,0.13915534546022873,0.26738557735565044
img_2025_08_24_12_30_00.png,35,0.16988050513567576,0.28170958277402264
img_2025_08_24_12_40_00.png,448,0.15283803386883008,0.28170958277402264
img_2025_08_24_12_50_00.png,38,0.15876687939838746,0.25576853970231106
img_2025_08_24_13_00_00.png,96,0.18085341362556928,0.25444774661075625
img_2025_08_24_13_10_00.png,162,0.15452119174439505,0.28170958277402264
img_2025_08_24_13_20_00.png,3,0.10079109853719452,0.14376501895182364
img_2025_08_24_13_40_00.png,2,0.12553690127830774,0.12560320941320696
img_2025_08_24_13_50_00.png,16,0.18981304015126318,0.28170958277402264
img_2025_08_24_14_00_00.png,24,0.16724486824205667,0.20867380493381396
img_2025_08_24_14_10_00.png,51,0.19399298413632962,0.28170958277402264
img_2025_08_24_14_20_00.png,303,0.18251163610911034,0.28170958277402264
img_2025_08_24_14_30_00.png,351,0.17887612280820156,0.28170958277402264
img_2025_08_24_14_40_00.png,854,0.16499158541584377,0.28170958277402264
img_2025_08_24_14_50_00.png,43,0.15197720234671094,0.20867380493381396
img_2025_08_24_15_00_00.png,54,0.17947028684149482,0.349020769876995
img_2025_08_24_15_10_00.png,225,0.18159639330539762,0.28170958277402264
img_2025_08_24_15_20_00.png,506,0.15950632725550362,0.28170958277402264
img_2025_08_24_15_30_00.png,381,0.17882421712044397,0.28170958277402264
img_2025_08_24_15_40_00.png,4,0.1867715503807221,0.20867380493381396
img_2025_08_24_15_50_00.png,1,0.07882689810243952,0.07882689810243952
img_2025_08_24_16_00_00.png,7,0.18363709074970921,0.27774190278200206
img_2025_08_24_16_10_00.png,2,0.11746865422821512,0.1758073292317484
img_2025_08_24_16_20_00.png,2,0.13505888330250032,0.13887095139100103
img_2025_08_24_16_30_00.png,2,0.06599008117535177,0.07882689810243952
img_2025_08_24_16_40_00.png,63,0.18486680545905285,0.28170958277402264
img_2025_08_24_16_50_00.png,65,0.15451345359594607,0.21395660318217677
img_2025_08_24_17_00_00.png,1573,0.13576274564797855,0.28170958277402264
img_2025_08_24_17_10_00.png,2622,0.1370885171743269,0.28170958277402264
img_2025_08_24_17_20_00.png,2642,0.14347110512488462,0.28170958277402264
img_2025_08_24_17_30_00.png,5512,0.13002894558858127,0.2847605413013132
img_2025_08_24_17_40_00.png,3321,0.1348821998318157,0.28170958277402264
img_2025_08_24_17_50_00.png,2934,0.14036905310435455,0.28170958277402264
img_2025_08_24_18_00_00.png,2092,0.13979482685610564,0.28170958277402264
img_2025_08_24_18_20_00.png,3803,0.140770982465207,0.28170958277402264
img_2025_08_24_18_40_00.png,2337,0.13442391500496462,0.28170958277402264
img_2025_08_24_19_00_00.png,7369,0.12733557049940483,0.28170958277402264
img_2025_08_24_19_20_00.png,5901,0.12714877606526215,0.28170958277402264
img_2025_08_24_19_40_00.png,3796,0.1362161601861806,0.28170958277402264
img_2025_08_24_20_00_00.png,4876,0.1374160594116297,0.28579226617548514
img_2025_08_24_20_20_00.png,3027,0.1316378480490836,0.28579226617548514
img_2025_08_24_20_40_00.png,2719,0.14066460737641334,0.28170958277402264
img_2025_08_24_23_00_00.png,1,0.09627259778608327,0.09627259778608327
img_2025_08_24_23_20_00.png,1,0.155070134345011,0.155070134345011
img_2025_08_24_23_40_00.png,2,0.08919082546250487,0.09627259778608327
